Source Term Id,Source Term,Mapped Term Label,Mapped Term IRI,Mapping Score
DRXISFAT,Total saturated fatty acids (gm),Abnormal circulating unsaturated fatty acid concentration,http://purl.obolibrary.org/obo/HP_0011022,0.538109711283461
DRXIVAIU,Vitamin A (IU),Low levels of vitamin A,http://purl.obolibrary.org/obo/HP_0004905,0.530091919599066
DRXIVARE,Vitamin A (RE),Low levels of vitamin A,http://purl.obolibrary.org/obo/HP_0004905,0.6461145984452877
DRXIVB1,Thiamin (Vitamin B1) (mg),Low levels of vitamin B1,http://purl.obolibrary.org/obo/HP_0100503,0.5888563655179593
DRXIVB12,Vitamin B12 (mcg),Abnormal vitamin B12 level,http://purl.obolibrary.org/obo/HP_0040126,0.7436267078575374
DRXIVB6,Vitamin B6 (mg),Abnormal circulating vitamin B6 level,http://purl.obolibrary.org/obo/HP_0032476,0.6728575058044453
DRXIVC,Vitamin C (mg),Low levels of vitamin C,http://purl.obolibrary.org/obo/HP_0100510,0.6363022344206071
DRXIVE,Vitamin E (ATE) (mg),Low levels of vitamin E,http://purl.obolibrary.org/obo/HP_0100513,0.599374917501716
DRXIZINC,Zinc (mg),Increased serum zinc,http://purl.obolibrary.org/obo/HP_0011424,0.6673513007474742
DRDTSODI,Sodium (mg),Renal sodium wasting,http://purl.obolibrary.org/obo/HP_0012606,0.6216308396292447
DRXTALCO,Alcohol (gm),Alcoholism,http://purl.obolibrary.org/obo/HP_0030955,0.7587088482181957
DRXTCALC,Calcium (mg),Renal calcium wasting,http://purl.obolibrary.org/obo/HP_0012637,0.6085051035771195
DRXTCARB,Carbohydrate (gm),Abnormal urine carbohydrate level,http://purl.obolibrary.org/obo/HP_0031979,0.7575436759344152
DRXTCHOL,Cholesterol (mg),Elevated cholesterol ester level,http://purl.obolibrary.org/obo/HP_0031211,0.6629489119375375
DRXTCOPP,Copper (mg),Abnormal urinary copper concentration,http://purl.obolibrary.org/obo/HP_0045036,0.5234071722399045
DRXTMAGN,Magnesium (mg),Abnormal magnesium concentration,http://purl.obolibrary.org/obo/HP_0004921,0.7285859710928145
DRXTMFAT,Total monounsaturated fatty acids (gm),Abnormal circulating unsaturated fatty acid concentration,http://purl.obolibrary.org/obo/HP_0011022,0.5780641914144168
DRXTPFAT,Total polyunsaturated fatty acids (gm),Abnormal circulating unsaturated fatty acid concentration,http://purl.obolibrary.org/obo/HP_0011022,0.5530702275476743
DRXTPOTA,Potassium (mg),Increased urinary potassium,http://purl.obolibrary.org/obo/HP_0003081,0.6863395106790147
DRXTPROT,Protein (gm),Proteinuria,http://purl.obolibrary.org/obo/HP_0000093,0.638939863975706
DRXTSELE,Selenium (mcg),Abnormal circulating selenium concentration,http://purl.obolibrary.org/obo/HP_0031903,0.5443059013666647
DRXTSFAT,Total saturated fatty acids (gm),Abnormal circulating unsaturated fatty acid concentration,http://purl.obolibrary.org/obo/HP_0011022,0.538109711283461
DRXTVAIU,Vitamin A (IU),Low levels of vitamin A,http://purl.obolibrary.org/obo/HP_0004905,0.530091919599066
DRXTVARE,Vitamin A (RE),Low levels of vitamin A,http://purl.obolibrary.org/obo/HP_0004905,0.6461145984452877
DRXTVB1,Thiamin (Vitamin B1) (mg),Low levels of vitamin B1,http://purl.obolibrary.org/obo/HP_0100503,0.5888563655179593
DRXTVB12,Vitamin B12 (mcg),Abnormal vitamin B12 level,http://purl.obolibrary.org/obo/HP_0040126,0.7436267078575374
DRXTVB6,Vitamin B6 (mg),Abnormal circulating vitamin B6 level,http://purl.obolibrary.org/obo/HP_0032476,0.6728575058044453
DRXTVC,Vitamin C (mg),Low levels of vitamin C,http://purl.obolibrary.org/obo/HP_0100510,0.6363022344206071
DRXTVE,Vitamin E (ATE) (mg),Low levels of vitamin E,http://purl.obolibrary.org/obo/HP_0100513,0.599374917501716
DRXTZINC,Zinc (mg),Increased serum zinc,http://purl.obolibrary.org/obo/HP_0011424,0.6673513007474742
BPAEN1,Enhancement used first reading,Leptomeningeal enhancement,http://purl.obolibrary.org/obo/HP_0032070,0.5296819166817432
BPAEN2,Enhancement used second reading,Leptomeningeal enhancement,http://purl.obolibrary.org/obo/HP_0032070,0.5122729577462666
BPQ150B,Had alcohol in the past 30 minutes?,Alcoholism,http://purl.obolibrary.org/obo/HP_0030955,0.5148393023595705
BPXDI1,Diastolic: Blood pres (1st rdg) mm Hg,Decreased diastolic blood pressure,http://purl.obolibrary.org/obo/HP_0500104,0.546214332219403
BPXDI2,Diastolic: Blood pres (2nd rdg) mm Hg,Decreased diastolic blood pressure,http://purl.obolibrary.org/obo/HP_0500104,0.5508151428050013
BPXDI3,Diastolic: Blood pres (3rd rdg) mm Hg,Decreased diastolic blood pressure,http://purl.obolibrary.org/obo/HP_0500104,0.5353443448356568
BPXDI4,Diastolic: Blood pres (4th rdg) mm Hg,Decreased diastolic blood pressure,http://purl.obolibrary.org/obo/HP_0500104,0.5393679833255625
BPXPLS,60 sec. pulse (30 sec. pulse * 2):,Abnormal pulse,http://purl.obolibrary.org/obo/HP_0032552,0.6954182880864562
BPXPTY,Pulse type:,Abnormal pulse,http://purl.obolibrary.org/obo/HP_0032552,0.7272534695102474
BPXPULS,Pulse regular or irregular?,Irregular phalanges,http://purl.obolibrary.org/obo/HP_0006205,0.6587365585517065
BPXSY1,Systolic: Blood pres (1st rdg) mm Hg,Decreased systolic blood pressure,http://purl.obolibrary.org/obo/HP_0500105,0.5496309853404342
BPXSY2,Systolic: Blood pres (2nd rdg) mm Hg,Decreased systolic blood pressure,http://purl.obolibrary.org/obo/HP_0500105,0.5540441210352801
BPXSY3,Systolic: Blood pres (3rd rdg) mm Hg,Decreased systolic blood pressure,http://purl.obolibrary.org/obo/HP_0500105,0.5391839877566804
BPXSY4,Systolic: Blood pres (4th rdg) mm Hg,Decreased systolic blood pressure,http://purl.obolibrary.org/obo/HP_0500105,0.543054378309479
PEASCCT1,Blood Pressure Comment,Increased blood pressure,http://purl.obolibrary.org/obo/HP_0032263,0.7329504275202637
PEASCST1,Blood Pressure Status,Increased blood pressure,http://purl.obolibrary.org/obo/HP_0032263,0.6603844587146345
PEASCTM1,Blood Pressure Time in Seconds,Increased blood pressure,http://purl.obolibrary.org/obo/HP_0032263,0.5715124430414767
BMAAMP,Amputations?,Autoamputation,http://purl.obolibrary.org/obo/HP_0001218,0.6011969012442778
BMALLEXT,Amputations: Lower Left Extremity?,Lower extremity joint dislocation,http://purl.obolibrary.org/obo/HP_0030311,0.5471866816637514
BMALOREX,Amputations: Lower Right Extremity?,Lower extremity joint dislocation,http://purl.obolibrary.org/obo/HP_0030311,0.5457843978996518
BMAULEXT,Amputations: Upper Left Extremity?,Upper extremity joint dislocation,http://purl.obolibrary.org/obo/HP_0030310,0.5445689212201443
BMAUREXT,Amputations: Upper Right Extremity?,Upper extremity joint dislocation,http://purl.obolibrary.org/obo/HP_0030310,0.5431707461325721
BMIARMC,Arm Circumference Comment,Increased head circumference,http://purl.obolibrary.org/obo/HP_0040194,0.6763097461158728
BMIARML,Upper Arm Length Comment,Abnormality of the upper arm,http://purl.obolibrary.org/obo/HP_0001454,0.5201955427582284
BMIHEAD,Head Circumference Comment,Increased head circumference,http://purl.obolibrary.org/obo/HP_0040194,0.8249908910570587
BMITHICR,Thigh Circumference Comment,Increased head circumference,http://purl.obolibrary.org/obo/HP_0040194,0.6449259076073276
BMITRI,Triceps Skinfold Comment,Abnormal triceps skinfold thickness,http://purl.obolibrary.org/obo/HP_0033171,0.7290259703089602
BMIWAIST,Waist Circumference Comment,Increased head circumference,http://purl.obolibrary.org/obo/HP_0040194,0.6225204486197893
BMIWT,Weight Comment,Weight loss,http://purl.obolibrary.org/obo/HP_0001824,0.6078898091907639
BMXARMC,Arm Circumference (cm),Increased head circumference,http://purl.obolibrary.org/obo/HP_0040194,0.6805097361789337
BMXARML,Upper Arm Length (cm),Abnormality of the upper arm,http://purl.obolibrary.org/obo/HP_0001454,0.5244776954606244
BMXBMI,Body Mass Index (kg/m**2),Increased body mass index,http://purl.obolibrary.org/obo/HP_0031418,0.7262567807905069
BMXCALF,Maximal Calf Circumference (cm),Increased head circumference,http://purl.obolibrary.org/obo/HP_0040194,0.5490803533098508
BMXHEAD,Head Circumference (cm),Increased head circumference,http://purl.obolibrary.org/obo/HP_0040194,0.8300322641102568
BMXTHICR,Thigh Circumference (cm),Increased head circumference,http://purl.obolibrary.org/obo/HP_0040194,0.648564835700469
BMXTRI,Triceps Skinfold (mm),Abnormal triceps skinfold thickness,http://purl.obolibrary.org/obo/HP_0033171,0.7546259562856173
BMXWAIST,Waist Circumference (cm),Increased head circumference,http://purl.obolibrary.org/obo/HP_0040194,0.6257912451348653
BMXWT,Weight (kg),Weight loss,http://purl.obolibrary.org/obo/HP_0001824,0.5484480248677411
CVDEXCL2,Excluded per cardiovascular conditions,Cardiovascular calcification,http://purl.obolibrary.org/obo/HP_0011915,0.6500243927667336
CVDEXCL4,Excluded per asthma symptoms,Asthma,http://purl.obolibrary.org/obo/HP_0002099,0.5897499660796583
CVDEXCL6,Excluded per other specific reasons,Specific anosmia,http://purl.obolibrary.org/obo/HP_0012247,0.5330612798686941
CVDFITLV,Cardiovascular fitness level,Cardiovascular calcification,http://purl.obolibrary.org/obo/HP_0011915,0.5805042193670052
CVQ220c,Priority 2 Stop excessive BP,Excessive cerumen,http://purl.obolibrary.org/obo/HP_0030789,0.5009558109473291
CVQ220g,Priority 2 Stop variability in HR,Abnormal heart rate variability,http://purl.obolibrary.org/obo/HP_0031860,0.5083070650758351
AUAFMANL,Frequency Switch to Manual Mode Left,Frequency,http://purl.obolibrary.org/obo/HP_0040279,0.5406361151156254
AUAFMANR,Frequency-Switch to Manual Mode Right,Frequency,http://purl.obolibrary.org/obo/HP_0040279,0.5392986617535706
AUAMODE,Audio Test Mode-Manual/Automatic/Mixed,Focal manual automatism seizure,http://purl.obolibrary.org/obo/HP_0032900,0.5159364637334797
AUDLOABC,Comment:Other Ear Exam Abnormality Left,Abnormality of the ear,http://purl.obolibrary.org/obo/HP_0000598,0.6484024960025402
AUDROABC,Comment Other Ear Exam Abnormality Right,Abnormality of the ear,http://purl.obolibrary.org/obo/HP_0000598,0.6462011555195034
AUXLOABN,Other Exam Abnormality Left Ear?,Abnormality of the ear,http://purl.obolibrary.org/obo/HP_0000598,0.6877290884235194
AUXLOEXC,Excessive Cerumen Left Ear,Excessive cerumen,http://purl.obolibrary.org/obo/HP_0030789,0.9206301981980763
AUXLOIMC,Impacted Cerumen Left Ear,Impacted cerumen,http://purl.obolibrary.org/obo/HP_0030788,0.9007858001866696
AUXROABN,Other Exam Abnormality Right Ear?,Abnormality of the ear,http://purl.obolibrary.org/obo/HP_0000598,0.6851040880404632
AUXROEXC,Excessive Cerumen Right Ear,Excessive cerumen,http://purl.obolibrary.org/obo/HP_0030789,0.9172110438252493
AUXROIMC,Impacted Cerumen Right Ear,Impacted cerumen,http://purl.obolibrary.org/obo/HP_0030788,0.8967533252908806
BIDFC,Characteristic frequency (KHz),Pain characteristic,http://purl.obolibrary.org/obo/HP_0025280,0.637480931486866
BIDPFAT,Estimated percent body fat,Increased body fat percentage,http://purl.obolibrary.org/obo/HP_0025521,0.6004850830642465
BIDTD,Time delay (ns),Motor delay,http://purl.obolibrary.org/obo/HP_0001270,0.5205006141952588
LEAANKL,Ankles:,Abnormality of the ankles,http://purl.obolibrary.org/obo/HP_0003028,0.7654809940593138
LEAARM,Arm:,Abnormal arm span,http://purl.obolibrary.org/obo/HP_0012769,0.5760314264584926
LEDANKCF,ankle cuff size,Stiff ankle,http://purl.obolibrary.org/obo/HP_0025264,0.5498459495112865
LEXLPTS1,Left Posterior Tibial SBP 1,Anterior tibial bowing,http://purl.obolibrary.org/obo/HP_0006390,0.5100646774544257
LEXLPTS2,Left Posterior Tibial SBP 2,Anterior tibial bowing,http://purl.obolibrary.org/obo/HP_0006390,0.5115189084530698
LEXRPTS1,Right Posterior Tibial SBP 1,Anterior tibial bowing,http://purl.obolibrary.org/obo/HP_0006390,0.5083651197976591
LEXRPTS2,Right Posterior Tibial SBP 2,Anterior tibial bowing,http://purl.obolibrary.org/obo/HP_0006390,0.5098048214953487
LEALAMP,Left amputation,Autoamputation,http://purl.obolibrary.org/obo/HP_0001218,0.6250128022517026
LEALLES,Left lesion,Left,http://purl.obolibrary.org/obo/HP_0012835,0.5991109118323545
LEALM1C1,Left metatarsal 1 comment test 1,Absent metatarsal bone,http://purl.obolibrary.org/obo/HP_0010744,0.5399494513171221
LEALM1C2,Left metatarsal 1 comment test 2,Absent metatarsal bone,http://purl.obolibrary.org/obo/HP_0010744,0.5679842905158801
LEALM5C1,Left metatarsal 5 comment test 1,Absent metatarsal bone,http://purl.obolibrary.org/obo/HP_0010744,0.563905194950666
LEALM5C2,Left metatarsal 5 comment test 2,Absent metatarsal bone,http://purl.obolibrary.org/obo/HP_0010744,0.5662062208799055
LEARAMP,Right amputation,Autoamputation,http://purl.obolibrary.org/obo/HP_0001218,0.6213004664360254
LEARLES,Right lesion,Right,http://purl.obolibrary.org/obo/HP_0012834,0.5550450506233963
LEARM1C1,Right metatarsal head 1 comment test 1,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5291488570707895
LEARM1C2,Right metatarsal head 1 comment test 2,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5522565200403894
LEARM1C3,Right metatarsal head 1 comment test 3,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5486318815224906
LEARM5C1,Right metatarsal head 5 comment test 1,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5489283160636744
LEARM5C2,Right metatarsal head 5 comment test 2,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5508071900426251
LEXLMH11,Left metatarsal head 1 test 1,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5669772065917977
LEXLMH12,Left metatarsal head 1 test 2,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5956863017801344
LEXLMH13,Left metatarsal head 1 test 3,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5911448126382802
LEXLMH51,Left metatarsal head 5 test 1,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5915156846075162
LEXLMH52,Left metatarsal head 5 test 2,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.593868617489236
LEXLMH53,Left metatarsal head 5 test 3,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5893682626670487
LEXRMH11,Right metatarsal head 1 test 1,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5645630076124531
LEXRMH12,Right metatarsal head 1 test 2,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5928883411101343
LEXRMH13,Right metatarsal head 1 test 3,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5884100677256602
LEXRMH51,Right metatarsal head 5 test 1,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5887758131256752
LEXRMH52,Right metatarsal head 5 test 2,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5910960730884973
LEXRMH53,Right metatarsal head 5 test 3,Broad metatarsal,http://purl.obolibrary.org/obo/HP_0001783,0.5866579869752305
MSXARML,Arm length cm,Increased length of the tibia,http://purl.obolibrary.org/obo/HP_0010504,0.5016222925107341
OHAEXSTS,Overall Oral Health Exam Status,Health status,http://purl.obolibrary.org/obo/HP_0032319,0.5941280958778083
OHX01TC,Tooth Count: #1,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5858734375945787
OHX02TC,Tooth Count: #2,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.591655344150405
OHX03TC,Tooth Count: #3,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5806837468380424
OHX04TC,Tooth Count: #4,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.580587234074174
OHX05TC,Tooth Count: #5,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5815661841848839
OHX06TC,Tooth Count: #6,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5727570612006865
OHX07TC,Tooth Count: #7,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5643531027881368
OHX07TR,Incisor Trauma: #7,Conical incisor,http://purl.obolibrary.org/obo/HP_0011065,0.5457547752120222
OHX08TC,Tooth Count: #8,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5614310298784
OHX08TR,Incisor Trauma: #8,Conical incisor,http://purl.obolibrary.org/obo/HP_0011065,0.5445563828940856
OHX09TC,Tooth Count: #9,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5631339158234097
OHX09TR,Incisor Trauma: #9,Conical incisor,http://purl.obolibrary.org/obo/HP_0011065,0.5452560734910167
OHX10TC,Tooth Count: #10,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5374399995576159
OHX10TR,Incisor Trauma: #10,Conical incisor,http://purl.obolibrary.org/obo/HP_0011065,0.5342986643649199
OHX11TC,Tooth Count: #11,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5310519868798992
OHX12TC,Tooth Count: #12,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5533027379864903
OHX13TC,Tooth Count: #13,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5289406829697635
OHX14TC,Tooth Count: #14,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5308095249048719
OHX15TC,Tooth Count: #15,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.52511024518716
OHX16TC,Tooth Count: #16,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5254470973094353
OHX17TC,Tooth Count: #17,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5163958761504543
OHX18TC,Tooth Count: #18,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5401020197211016
OHX19TC,Tooth Count: #19,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5226506700753208
OHX20TC,Tooth Count: #20,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5352137413915917
OHX21TC,Tooth Count: #21,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5182898529426073
OHX22TC,Tooth Count: #22,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5421561475196149
OHX23TC,Tooth Count: #23,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5261799566435889
OHX23TR,Incisor Trauma: #23,Conical incisor,http://purl.obolibrary.org/obo/HP_0011065,0.5292158349157999
OHX24TC,Tooth Count: #24,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5304662211338925
OHX24TR,Incisor Trauma: #24,Conical incisor,http://purl.obolibrary.org/obo/HP_0011065,0.5311715807146787
OHX25TC,Tooth Count: #25,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5273298209547986
OHX25TR,Incisor Trauma: #25,Conical incisor,http://purl.obolibrary.org/obo/HP_0011065,0.5297430479773384
OHX26TC,Tooth Count: #26,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5176911924271891
OHX26TR,Incisor Trauma: #26,Conical incisor,http://purl.obolibrary.org/obo/HP_0011065,0.5252650594563086
OHX27TC,Tooth Count: #27,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5142864548898658
OHX28TC,Tooth Count: #28,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5196248831628442
OHX29TC,Tooth Count: #29,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5147666915294961
OHX30TC,Tooth Count: #30,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5572253850529841
OHX31TC,Tooth Count: #31,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5176311465589764
OHX32TC,Tooth Count: #32,Conical tooth,http://purl.obolibrary.org/obo/HP_0000698,0.5041730601297342
OHAEXSTS,Overall Oral Health Exam Status,Health status,http://purl.obolibrary.org/obo/HP_0032319,0.5941280958778083
OHASCST4,Periodontal Status Code,Periodontitis,http://purl.obolibrary.org/obo/HP_0000704,0.5993095171720735
OHXLLGIN,Gingival bleeding: LLQ,Gingival bleeding,http://purl.obolibrary.org/obo/HP_0000225,0.7724812752103737
OHXLRGIN,Gingival bleeding: LRQ,Gingival bleeding,http://purl.obolibrary.org/obo/HP_0000225,0.7724812752103737
OHXULGIN,Gingival bleeding: ULQ,Gingival bleeding,http://purl.obolibrary.org/obo/HP_0000225,0.8019394167444583
OHXURGIN,Gingival bleeding: URQ,Gingival bleeding,http://purl.obolibrary.org/obo/HP_0000225,0.8141526294117545
OHAEXSTS,Overall Oral Health Exam Status,Health status,http://purl.obolibrary.org/obo/HP_0032319,0.5941280958778083
OHAROCCI,Assessment of soft tissue lesion,Soft tissue neoplasm,http://purl.obolibrary.org/obo/HP_0031459,0.5201846756130216
OHAROCGP,Periodontal needs,Periodontitis,http://purl.obolibrary.org/obo/HP_0000704,0.5882713055732621
OHAROCOH,Gingival / OHI needs,Gingival bleeding,http://purl.obolibrary.org/obo/HP_0000225,0.5404208827147577
OHAROTH,Some other finding,Minor finding,http://purl.obolibrary.org/obo/HP_0045090,0.5900734318720603
OHQ134,Had congenital heart murmurs?,Heart murmur,http://purl.obolibrary.org/obo/HP_0030148,0.7321876443090913
OHQ136,Had heart valve problem?,Abnormal heart valve morphology,http://purl.obolibrary.org/obo/HP_0001654,0.546836437409086
OHQ138,Had congenital heart disease?,Congenital malformation of the left heart,http://purl.obolibrary.org/obo/HP_0045017,0.5033947559911572
OHQ140,Had bacterial endocarditis?,Bacterial endocarditis,http://purl.obolibrary.org/obo/HP_0006689,0.9338019110828792
OHQ142,Had rheumatic fever?,Rheumatoid arthritis,http://purl.obolibrary.org/obo/HP_0001370,0.5415186508553357
OHQ144,Have kidney disease w/ renal dialysis?,Chronic kidney disease,http://purl.obolibrary.org/obo/HP_0012622,0.6021471669055833
SEQ050,Where is the amputation?,Autoamputation,http://purl.obolibrary.org/obo/HP_0001218,0.5481582393177927
TBABCG,BCG Scar,BCGitis,http://purl.obolibrary.org/obo/HP_0020086,0.5387235412966855
TBDPPDBU,PPDB ulceration,Acral ulceration,http://purl.obolibrary.org/obo/HP_0006121,0.5955794302309876
TBDPPDSU,PPDS ulceration,Acral ulceration,http://purl.obolibrary.org/obo/HP_0006121,0.6060316001971433
VIDLOVA,Left visual acuity w/ obj. refraction,Reduced visual acuity,http://purl.obolibrary.org/obo/HP_0007663,0.5825865295669581
VIDLVA,Left visual acuity presenting,Reduced visual acuity,http://purl.obolibrary.org/obo/HP_0007663,0.6477919367419027
VIDROVA,Right visual acuity w/ obj. refraction,Reduced visual acuity,http://purl.obolibrary.org/obo/HP_0007663,0.581128210320284
VIDRVA,Right visual acuity presenting,Reduced visual acuity,http://purl.obolibrary.org/obo/HP_0007663,0.6456766816015077
VIQ110,SP has a severe eye infection?,Severe infection,http://purl.obolibrary.org/obo/HP_0032169,0.7710349852440146
VIQ141,Which eye has eye patch?,Red eye,http://purl.obolibrary.org/obo/HP_0025337,0.5554356509346813
VIQ200,Eye surgery for cataracts?,Cataract,http://purl.obolibrary.org/obo/HP_0000518,0.5116405799013929
VIQ211,Which eye(s) cataract surgery?,Cataract,http://purl.obolibrary.org/obo/HP_0000518,0.5472716348371636
VIXOCMT,Visual Acuity Comments,Reduced visual acuity,http://purl.obolibrary.org/obo/HP_0007663,0.745445837727249
VIXOLAM,OR left axis average,Left axis deviation,http://purl.obolibrary.org/obo/HP_0033568,0.5357470101123991
VIXORAM,OR right axis average,Right axis deviation,http://purl.obolibrary.org/obo/HP_0033567,0.5468710851467102
VIXPLA,Prescription left axis,Left axis deviation,http://purl.obolibrary.org/obo/HP_0033568,0.5394679498614472
VIXPRA,Prescription right axis,Right axis deviation,http://purl.obolibrary.org/obo/HP_0033567,0.5466463052760089
AUXLR101,Acoustic Reflex Left Ear 1KHz 01,Abnormality of the acoustic reflex,http://purl.obolibrary.org/obo/HP_0040121,0.5481164454550229
AUXLR102,Acoustic Reflex Left Ear 1KHz 02,Abnormality of the acoustic reflex,http://purl.obolibrary.org/obo/HP_0040121,0.5478213871051109
AUXLR103,Acoustic Reflex Left Ear 1KHz 03,Abnormality of the acoustic reflex,http://purl.obolibrary.org/obo/HP_0040121,0.5467522397832837
AUXLR104,Acoustic Reflex Left Ear 1KHz 04,Abnormality of the acoustic reflex,http://purl.obolibrary.org/obo/HP_0040121,0.5469956132052591
AUXLR105,Acoustic Reflex Left Ear 1KHz 05,Abnormality of the acoustic reflex,http://purl.obolibrary.org/obo/HP_0040121,0.54919612916117
AUXLR106,Acoustic Reflex Left Ear 1KHz 06,Abnormality of the acoustic reflex,http://purl.obolibrary.org/obo/HP_0040121,0.5502973966865818
AUXLR107,Acoustic Reflex Left Ear 1KHz 07,Abnormality of the acoustic reflex,http://purl.obolibrary.org/obo/HP_0040121,0.5462433474788584
AUXLR108,Acoustic Reflex Left Ear 1KHz 08,Abnormality of the acoustic reflex,http://purl.obolibrary.org/obo/HP_0040121,0.5459769487529191
AUXLR109,Acoustic Reflex Left Ear 1KHz 09,Abnormality of the acoustic reflex,http://purl.obolibrary.org/obo/HP_0040121,0.5487228418009135
AUXLR110,Acoustic Reflex Left Ear 1KHz 10,Abnormality of the acoustic reflex,http://purl.obolibrary.org/obo/HP_0040121,0.5685898626709259
AUXLR111,Acoustic Reflex Left Ear 1KHz 11,Abnormality of the acoustic reflex,http://purl.obolibrary.org/obo/HP_0040121,0.5644154369733941
AUXLR112,Acoustic Reflex Left Ear 1KHz 12,Abnormality of the acoustic reflex,http://purl.obolibrary.org/obo/HP_0040121,0.5787100341690549
