Variable,Table,Source Term,Mapped Term Label,Mapped Term IRI,Mapping Score,Ontology
OHX03TC,OHXDEN_C,Tooth Count: #3,Tooth,http://purl.obolibrary.org/obo/NCIT_C12506,0.704980195,NCIT
OHX03TC,OHXDEN_C,Tooth Count: #3,Sound tooth count (observable entity),http://snomed.info/id/251320006,0.614243449,SNOMED
OHX03TC,OHXDEN_C,Tooth Count: #3,missing tooth 3 finding,http://purl.obolibrary.org/obo/OHD_0000061,0.372026734,OHD
OHX04CSC,OHXDEN_C,Coronal Caries: Surface condition #4,Conditional,http://purl.obolibrary.org/obo/NCIT_C63905,0.610412342,NCIT
OHX04CSC,OHXDEN_C,Coronal Caries: Surface condition #4,On conditional probation (finding),http://snomed.info/id/414936000,0.452523288,SNOMED
OHX04CSC,OHXDEN_C,Coronal Caries: Surface condition #4,restored tooth surface,http://purl.obolibrary.org/obo/OHD_0000208,0.418118859,OHD
OHX04CTC,OHXDEN_C,Coronal Caries: Tooth count #4,Coronal Plane,http://purl.obolibrary.org/obo/NCIT_C94876,0.5580753,NCIT
OHX04CTC,OHXDEN_C,Coronal Caries: Tooth count #4,Coronal depression of tooth (body structure),http://snomed.info/id/9502002,0.465800797,SNOMED
OHX04CTC,OHXDEN_C,Coronal Caries: Tooth count #4,dental caries,http://purl.obolibrary.org/obo/OHD_0000031,0.458295914,OHD
OHX04DI,OHXDEN_C,Fluorosis DI: #4,Dental Fluorosis,http://purl.obolibrary.org/obo/NCIT_C85059,0.85837447,NCIT
OHX04DI,OHXDEN_C,Fluorosis DI: #4,Fluorosis (disorder),http://snomed.info/id/244183009,0.761098638,SNOMED
OHX04DI,OHXDEN_C,Fluorosis DI: #4,prosthesis,http://purl.obolibrary.org/obo/OHD_0000301,0.321925698,OHD
OHX04SE,OHXDEN_C,Dental Sealants: #4,Sealant Dosage Form,http://purl.obolibrary.org/obo/NCIT_C149892,0.667898693,NCIT
OHX04SE,OHXDEN_C,Dental Sealants: #4,Sealant (substance),http://snomed.info/id/311899008,0.5011859,SNOMED
OHX04SE,OHXDEN_C,Dental Sealants: #4,dental procedure,http://purl.obolibrary.org/obo/OHD_0000002,0.388076906,OHD
OHX04TC,OHXDEN_C,Tooth Count: #4,Tooth,http://purl.obolibrary.org/obo/NCIT_C12506,0.705067749,NCIT
OHX04TC,OHXDEN_C,Tooth Count: #4,Sound tooth count (observable entity),http://snomed.info/id/251320006,0.614319734,SNOMED
OHX04TC,OHXDEN_C,Tooth Count: #4,missing tooth 4 finding,http://purl.obolibrary.org/obo/OHD_0000062,0.371925939,OHD
OHX05CSC,OHXDEN_C,Coronal Caries: Surface condition #5,Conditional,http://purl.obolibrary.org/obo/NCIT_C63905,0.610700021,NCIT
OHX05CSC,OHXDEN_C,Coronal Caries: Surface condition #5,On conditional probation (finding),http://snomed.info/id/414936000,0.452736556,SNOMED
OHX05CSC,OHXDEN_C,Coronal Caries: Surface condition #5,restored tooth surface,http://purl.obolibrary.org/obo/OHD_0000208,0.418315913,OHD
OHX05CTC,OHXDEN_C,Coronal Caries: Tooth count #5,Coronal Plane,http://purl.obolibrary.org/obo/NCIT_C94876,0.558434145,NCIT
OHX05CTC,OHXDEN_C,Coronal Caries: Tooth count #5,Coronal depression of tooth (body structure),http://snomed.info/id/9502002,0.466100309,SNOMED
OHX05CTC,OHXDEN_C,Coronal Caries: Tooth count #5,dental caries,http://purl.obolibrary.org/obo/OHD_0000031,0.4585906,OHD
OHX05DI,OHXDEN_C,Fluorosis DI: #5,Dental Fluorosis,http://purl.obolibrary.org/obo/NCIT_C85059,0.859182289,NCIT
OHX05DI,OHXDEN_C,Fluorosis DI: #5,Fluorosis (disorder),http://snomed.info/id/244183009,0.76181491,SNOMED
OHX05DI,OHXDEN_C,Fluorosis DI: #5,prosthesis,http://purl.obolibrary.org/obo/OHD_0000301,0.322228663,OHD
OHX05SE,OHXDEN_C,Dental Sealants: #5,Sealant Dosage Form,http://purl.obolibrary.org/obo/NCIT_C149892,0.668508318,NCIT
OHX05SE,OHXDEN_C,Dental Sealants: #5,Sealant (substance),http://snomed.info/id/311899008,0.501643357,SNOMED
OHX05SE,OHXDEN_C,Dental Sealants: #5,dental procedure,http://purl.obolibrary.org/obo/OHD_0000002,0.388431123,OHD
OHX05TC,OHXDEN_C,Tooth Count: #5,Tooth,http://purl.obolibrary.org/obo/NCIT_C12506,0.706081114,NCIT
OHX05TC,OHXDEN_C,Tooth Count: #5,Sound tooth count (observable entity),http://snomed.info/id/251320006,0.615202672,SNOMED
OHX05TC,OHXDEN_C,Tooth Count: #5,missing tooth 5 finding,http://purl.obolibrary.org/obo/OHD_0000063,0.370750323,OHD
OHX06CSC,OHXDEN_C,Coronal Caries: Surface condition #6,Conditional,http://purl.obolibrary.org/obo/NCIT_C63905,0.607487937,NCIT
OHX06CSC,OHXDEN_C,Coronal Caries: Surface condition #6,On conditional probation (finding),http://snomed.info/id/414936000,0.450355309,SNOMED
OHX06CSC,OHXDEN_C,Coronal Caries: Surface condition #6,restored tooth surface,http://purl.obolibrary.org/obo/OHD_0000208,0.416115707,OHD
OHX06CTC,OHXDEN_C,Coronal Caries: Tooth count #6,Coronal Plane,http://purl.obolibrary.org/obo/NCIT_C94876,0.554437902,NCIT
OHX06CTC,OHXDEN_C,Coronal Caries: Tooth count #6,Coronal depression of tooth (body structure),http://snomed.info/id/9502002,0.462764821,SNOMED
OHX06CTC,OHXDEN_C,Coronal Caries: Tooth count #6,dental caries,http://purl.obolibrary.org/obo/OHD_0000031,0.455308853,OHD
OHX06DI,OHXDEN_C,Fluorosis DI: #6,Dental Fluorosis,http://purl.obolibrary.org/obo/NCIT_C85059,0.85022652,NCIT
OHX06DI,OHXDEN_C,Fluorosis DI: #6,Fluorosis (disorder),http://snomed.info/id/244183009,0.75387406,SNOMED
OHX06DI,OHXDEN_C,Fluorosis DI: #6,prosthesis,http://purl.obolibrary.org/obo/OHD_0000301,0.318869882,OHD
OHX06TC,OHXDEN_C,Tooth Count: #6,Tooth,http://purl.obolibrary.org/obo/NCIT_C12506,0.694929808,NCIT
OHX06TC,OHXDEN_C,Tooth Count: #6,Sound tooth count (observable entity),http://snomed.info/id/251320006,0.60548663,SNOMED
OHX06TC,OHXDEN_C,Tooth Count: #6,missing tooth 6 finding,http://purl.obolibrary.org/obo/OHD_0000064,0.382853858,OHD
OHX07CSC,OHXDEN_C,Coronal Caries: Surface condition #7,Conditional,http://purl.obolibrary.org/obo/NCIT_C63905,0.604485105,NCIT
OHX07CSC,OHXDEN_C,Coronal Caries: Surface condition #7,On conditional probation (finding),http://snomed.info/id/414936000,0.448129188,SNOMED
OHX07CSC,OHXDEN_C,Coronal Caries: Surface condition #7,restored tooth surface,http://purl.obolibrary.org/obo/OHD_0000208,0.414058833,OHD
OHX07CTC,OHXDEN_C,Coronal Caries: Tooth count #7,Coronal Plane,http://purl.obolibrary.org/obo/NCIT_C94876,0.55072254,NCIT
OHX07CTC,OHXDEN_C,Coronal Caries: Tooth count #7,Coronal depression of tooth (body structure),http://snomed.info/id/9502002,0.459663773,SNOMED
OHX07CTC,OHXDEN_C,Coronal Caries: Tooth count #7,dental caries,http://purl.obolibrary.org/obo/OHD_0000031,0.452257769,OHD
OHX07DI,OHXDEN_C,Fluorosis DI: #7,Dental Fluorosis,http://purl.obolibrary.org/obo/NCIT_C85059,0.841978781,NCIT
OHX07DI,OHXDEN_C,Fluorosis DI: #7,Fluorosis (disorder),http://snomed.info/id/244183009,0.746561001,SNOMED
OHX07DI,OHXDEN_C,Fluorosis DI: #7,prosthesis,http://purl.obolibrary.org/obo/OHD_0000301,0.315776641,OHD
OHX07SE,OHXDEN_C,Dental Sealants: #7,Sealant,http://purl.obolibrary.org/obo/NCIT_C52587,0.655514479,NCIT
OHX07SE,OHXDEN_C,Dental Sealants: #7,Sealant (substance),http://snomed.info/id/311899008,0.491892883,SNOMED
OHX07SE,OHXDEN_C,Dental Sealants: #7,dental procedure,http://purl.obolibrary.org/obo/OHD_0000002,0.380881163,OHD
OHX07TC,OHXDEN_C,Tooth Count: #7,Tooth,http://purl.obolibrary.org/obo/NCIT_C12506,0.684818289,NCIT
OHX07TC,OHXDEN_C,Tooth Count: #7,Sound tooth count (observable entity),http://snomed.info/id/251320006,0.596676546,SNOMED
OHX07TC,OHXDEN_C,Tooth Count: #7,missing tooth 7 finding,http://purl.obolibrary.org/obo/OHD_0000066,0.392485097,OHD
OHX07TR,OHXDEN_C,Incisor Trauma: #7,Traumatized incisor (disorder),http://snomed.info/id/404199004,0.684855592,SNOMED
OHX07TR,OHXDEN_C,Incisor Trauma: #7,Incisor,http://purl.obolibrary.org/obo/NCIT_C32769,0.681974968,NCIT
OHX07TR,OHXDEN_C,Incisor Trauma: #7,prosthetic left upper central secondary incisor tooth,http://purl.obolibrary.org/obo/OHD_0000325,0.376906871,OHD
OHX08CSC,OHXDEN_C,Coronal Caries: Surface condition #8,Conditional,http://purl.obolibrary.org/obo/NCIT_C63905,0.60335794,NCIT
OHX08CSC,OHXDEN_C,Coronal Caries: Surface condition #8,On conditional probation (finding),http://snomed.info/id/414936000,0.447293576,SNOMED
OHX08CSC,OHXDEN_C,Coronal Caries: Surface condition #8,restored tooth surface,http://purl.obolibrary.org/obo/OHD_0000208,0.413286751,OHD
OHX08CTC,OHXDEN_C,Coronal Caries: Tooth count #8,Coronal Plane,http://purl.obolibrary.org/obo/NCIT_C94876,0.549332983,NCIT
OHX08CTC,OHXDEN_C,Coronal Caries: Tooth count #8,Coronal depression of tooth (body structure),http://snomed.info/id/9502002,0.458503971,SNOMED
OHX08CTC,OHXDEN_C,Coronal Caries: Tooth count #8,dental caries,http://purl.obolibrary.org/obo/OHD_0000031,0.451116653,OHD
OHX08DI,OHXDEN_C,Fluorosis DI: #8,Dental Fluorosis,http://purl.obolibrary.org/obo/NCIT_C85059,0.838913205,NCIT
OHX08DI,OHXDEN_C,Fluorosis DI: #8,Fluorosis (disorder),http://snomed.info/id/244183009,0.743842833,SNOMED
OHX08DI,OHXDEN_C,Fluorosis DI: #8,prosthesis,http://purl.obolibrary.org/obo/OHD_0000301,0.314626924,OHD
OHX08TC,OHXDEN_C,Tooth Count: #8,Tooth,http://purl.obolibrary.org/obo/NCIT_C12506,0.681097558,NCIT
OHX08TC,OHXDEN_C,Tooth Count: #8,Sound tooth count (observable entity),http://snomed.info/id/251320006,0.593434704,SNOMED
OHX08TC,OHXDEN_C,Tooth Count: #8,missing tooth 8 finding,http://purl.obolibrary.org/obo/OHD_0000067,0.395763307,OHD
OHX08TR,OHXDEN_C,Incisor Trauma: #8,Traumatized incisor (disorder),http://snomed.info/id/404199004,0.683253173,SNOMED
OHX08TR,OHXDEN_C,Incisor Trauma: #8,Incisor,http://purl.obolibrary.org/obo/NCIT_C32769,0.68037929,NCIT
OHX08TR,OHXDEN_C,Incisor Trauma: #8,prosthetic left upper central secondary incisor tooth,http://purl.obolibrary.org/obo/OHD_0000325,0.376024988,OHD
OHX09CSC,OHXDEN_C,Coronal Caries: Surface condition #9,Conditional,http://purl.obolibrary.org/obo/NCIT_C63905,0.604017963,NCIT
OHX09CSC,OHXDEN_C,Coronal Caries: Surface condition #9,On conditional probation (finding),http://snomed.info/id/414936000,0.447782878,SNOMED
OHX09CSC,OHXDEN_C,Coronal Caries: Surface condition #9,restored tooth surface,http://purl.obolibrary.org/obo/OHD_0000208,0.413738852,OHD
OHX09CTC,OHXDEN_C,Coronal Caries: Tooth count #9,Coronal Plane,http://purl.obolibrary.org/obo/NCIT_C94876,0.550146319,NCIT
OHX09CTC,OHXDEN_C,Coronal Caries: Tooth count #9,Coronal depression of tooth (body structure),http://snomed.info/id/9502002,0.459182827,SNOMED
OHX09CTC,OHXDEN_C,Coronal Caries: Tooth count #9,dental caries,http://purl.obolibrary.org/obo/OHD_0000031,0.451784572,OHD
OHX09DI,OHXDEN_C,Fluorosis DI: #9,Dental Fluorosis,http://purl.obolibrary.org/obo/NCIT_C85059,0.840706298,NCIT
OHX09DI,OHXDEN_C,Fluorosis DI: #9,Fluorosis (disorder),http://snomed.info/id/244183009,0.745432723,SNOMED
OHX09DI,OHXDEN_C,Fluorosis DI: #9,prosthesis,http://purl.obolibrary.org/obo/OHD_0000301,0.315299407,OHD
OHX09TC,OHXDEN_C,Tooth Count: #9,Tooth,http://purl.obolibrary.org/obo/NCIT_C12506,0.683271418,NCIT
OHX09TC,OHXDEN_C,Tooth Count: #9,Sound tooth count (observable entity),http://snomed.info/id/251320006,0.595328771,SNOMED
OHX09TC,OHXDEN_C,Tooth Count: #9,missing tooth 9 finding,http://purl.obolibrary.org/obo/OHD_0000068,0.393864001,OHD
OHX09TR,OHXDEN_C,Incisor Trauma: #9,Traumatized incisor (disorder),http://snomed.info/id/404199004,0.684191209,SNOMED
OHX09TR,OHXDEN_C,Incisor Trauma: #9,Incisor,http://purl.obolibrary.org/obo/NCIT_C32769,0.681313379,NCIT
OHX09TR,OHXDEN_C,Incisor Trauma: #9,prosthetic left upper central secondary incisor tooth,http://purl.obolibrary.org/obo/OHD_0000325,0.376541231,OHD
OHX10CSC,OHXDEN_C,Coronal Caries: Surface condition #10,Conditional,http://purl.obolibrary.org/obo/NCIT_C63905,0.594191312,NCIT
OHX10CSC,OHXDEN_C,Coronal Caries: Surface condition #10,On conditional probation (finding),http://snomed.info/id/414936000,0.440497984,SNOMED
OHX10CSC,OHXDEN_C,Coronal Caries: Surface condition #10,restored tooth surface,http://purl.obolibrary.org/obo/OHD_0000208,0.407007814,OHD
OHX10CTC,OHXDEN_C,Coronal Caries: Tooth count #10,Coronal Plane,http://purl.obolibrary.org/obo/NCIT_C94876,0.538133119,NCIT
OHX10CTC,OHXDEN_C,Coronal Caries: Tooth count #10,Coronal depression of tooth (body structure),http://snomed.info/id/9502002,0.449155939,SNOMED
OHX10CTC,OHXDEN_C,Coronal Caries: Tooth count #10,dental caries,http://purl.obolibrary.org/obo/OHD_0000031,0.441919235,OHD
OHX10DI,OHXDEN_C,Fluorosis DI: #10,Dental Fluorosis,http://purl.obolibrary.org/obo/NCIT_C85059,0.814572545,NCIT
OHX10DI,OHXDEN_C,Fluorosis DI: #10,Fluorosis (disorder),http://snomed.info/id/244183009,0.722260594,SNOMED
OHX10DI,OHXDEN_C,Fluorosis DI: #10,prosthesis,http://purl.obolibrary.org/obo/OHD_0000301,0.305498176,OHD
OHX10SE,OHXDEN_C,Dental Sealants: #10,Sealant,http://purl.obolibrary.org/obo/NCIT_C52587,0.634766948,NCIT
OHX10SE,OHXDEN_C,Dental Sealants: #10,Sealant (substance),http://snomed.info/id/311899008,0.4763241,SNOMED
OHX10SE,OHXDEN_C,Dental Sealants: #10,dental procedure,http://purl.obolibrary.org/obo/OHD_0000002,0.368825985,OHD
OHX10TC,OHXDEN_C,Tooth Count: #10,Tooth,http://purl.obolibrary.org/obo/NCIT_C12506,0.652243717,NCIT
OHX10TC,OHXDEN_C,Tooth Count: #10,Sound tooth count (observable entity),http://snomed.info/id/251320006,0.56829459,SNOMED
OHX10TC,OHXDEN_C,Tooth Count: #10,missing tooth 10 finding,http://purl.obolibrary.org/obo/OHD_0000069,0.465562403,OHD
OHX10TR,OHXDEN_C,Incisor Trauma: #10,Traumatized incisor (disorder),http://snomed.info/id/404199004,0.67030553,SNOMED
OHX10TR,OHXDEN_C,Incisor Trauma: #10,Incisor,http://purl.obolibrary.org/obo/NCIT_C32769,0.667486107,NCIT
OHX10TR,OHXDEN_C,Incisor Trauma: #10,prosthetic left upper central secondary incisor tooth,http://purl.obolibrary.org/obo/OHD_0000325,0.368899317,OHD
OHX11CSC,OHXDEN_C,Coronal Caries: Surface condition #11,Conditional,http://purl.obolibrary.org/obo/NCIT_C63905,0.591479238,NCIT
OHX11CSC,OHXDEN_C,Coronal Caries: Surface condition #11,On conditional probation (finding),http://snomed.info/id/414936000,0.438487415,SNOMED
OHX11CSC,OHXDEN_C,Coronal Caries: Surface condition #11,restored tooth surface,http://purl.obolibrary.org/obo/OHD_0000208,0.405150104,OHD
OHX11CTC,OHXDEN_C,Coronal Caries: Tooth Count #11,Coronal Plane,http://purl.obolibrary.org/obo/NCIT_C94876,0.53485318,NCIT
OHX11CTC,OHXDEN_C,Coronal Caries: Tooth Count #11,Coronal depression of tooth (body structure),http://snomed.info/id/9502002,0.446418319,SNOMED
OHX11CTC,OHXDEN_C,Coronal Caries: Tooth Count #11,dental caries,http://purl.obolibrary.org/obo/OHD_0000031,0.439225723,OHD
OHX11DI,OHXDEN_C,Fluorosis DI: #11,Dental Fluorosis,http://purl.obolibrary.org/obo/NCIT_C85059,0.807564463,NCIT
OHX11DI,OHXDEN_C,Fluorosis DI: #11,Fluorosis (disorder),http://snomed.info/id/244183009,0.716046707,SNOMED
OHX11DI,OHXDEN_C,Fluorosis DI: #11,prosthesis,http://purl.obolibrary.org/obo/OHD_0000301,0.302869857,OHD
OHX11TC,OHXDEN_C,Tooth Count: #11,Tooth,http://purl.obolibrary.org/obo/NCIT_C12506,0.644152762,NCIT
OHX11TC,OHXDEN_C,Tooth Count: #11,Sound tooth count (observable entity),http://snomed.info/id/251320006,0.561245008,SNOMED
OHX11TC,OHXDEN_C,Tooth Count: #11,missing tooth 11 finding,http://purl.obolibrary.org/obo/OHD_0000070,0.473431046,OHD
OHX12CSC,OHXDEN_C,Coronal Caries: Surface condition #12,Conditional,http://purl.obolibrary.org/obo/NCIT_C63905,0.600542205,NCIT
OHX12CSC,OHXDEN_C,Coronal Caries: Surface condition #12,On conditional probation (finding),http://snomed.info/id/414936000,0.445206158,SNOMED
OHX12CSC,OHXDEN_C,Coronal Caries: Surface condition #12,restored tooth surface,http://purl.obolibrary.org/obo/OHD_0000208,0.411358035,OHD
OHX12CTC,OHXDEN_C,Coronal Caries: Tooth count #12,Coronal Plane,http://purl.obolibrary.org/obo/NCIT_C94876,0.545873732,NCIT
OHX12CTC,OHXDEN_C,Coronal Caries: Tooth count #12,Coronal depression of tooth (body structure),http://snomed.info/id/9502002,0.455616687,SNOMED
OHX12CTC,OHXDEN_C,Coronal Caries: Tooth count #12,dental caries,http://purl.obolibrary.org/obo/OHD_0000031,0.448275889,OHD
OHX12DI,OHXDEN_C,Fluorosis DI: #12,Dental Fluorosis,http://purl.obolibrary.org/obo/NCIT_C85059,0.831325995,NCIT
OHX12DI,OHXDEN_C,Fluorosis DI: #12,Fluorosis (disorder),http://snomed.info/id/244183009,0.737115449,SNOMED
OHX12DI,OHXDEN_C,Fluorosis DI: #12,prosthesis,http://purl.obolibrary.org/obo/OHD_0000301,0.311781408,OHD
OHX12SE,OHXDEN_C,Dental Sealants: #12,Sealant,http://purl.obolibrary.org/obo/NCIT_C52587,0.647456803,NCIT
OHX12SE,OHXDEN_C,Dental Sealants: #12,Sealant (substance),http://snomed.info/id/311899008,0.485846467,SNOMED
OHX12SE,OHXDEN_C,Dental Sealants: #12,dental procedure,http://purl.obolibrary.org/obo/OHD_0000002,0.376199318,OHD
OHX12TC,OHXDEN_C,Tooth Count: #12,Tooth,http://purl.obolibrary.org/obo/NCIT_C12506,0.671974209,NCIT
OHX12TC,OHXDEN_C,Tooth Count: #12,Sound tooth count (observable entity),http://snomed.info/id/251320006,0.585485605,SNOMED
OHX12TC,OHXDEN_C,Tooth Count: #12,missing tooth 12 finding,http://purl.obolibrary.org/obo/OHD_0000071,0.445258302,OHD
OHX13CSC,OHXDEN_C,Coronal Caries: Surface condition #13,Conditional,http://purl.obolibrary.org/obo/NCIT_C63905,0.59063973,NCIT
OHX13CSC,OHXDEN_C,Coronal Caries: Surface condition #13,On conditional probation (finding),http://snomed.info/id/414936000,0.437865053,SNOMED
OHX13CSC,OHXDEN_C,Coronal Caries: Surface condition #13,restored tooth surface,http://purl.obolibrary.org/obo/OHD_0000208,0.40457506,OHD
OHX13CTC,OHXDEN_C,Coronal Caries: Tooth count #13,Coronal Plane,http://purl.obolibrary.org/obo/NCIT_C94876,0.533840951,NCIT
OHX13CTC,OHXDEN_C,Coronal Caries: Tooth count #13,Coronal depression of tooth (body structure),http://snomed.info/id/9502002,0.445573457,SNOMED
OHX13CTC,OHXDEN_C,Coronal Caries: Tooth count #13,dental caries,http://purl.obolibrary.org/obo/OHD_0000031,0.438394473,OHD
OHX13DI,OHXDEN_C,Fluorosis DI: #13,Dental Fluorosis,http://purl.obolibrary.org/obo/NCIT_C85059,0.805412357,NCIT
OHX13DI,OHXDEN_C,Fluorosis DI: #13,Fluorosis (disorder),http://snomed.info/id/244183009,0.71413849,SNOMED
OHX13DI,OHXDEN_C,Fluorosis DI: #13,prosthesis,http://purl.obolibrary.org/obo/OHD_0000301,0.302062729,OHD
OHX13SE,OHXDEN_C,Dental Sealants: #13,Sealant Dosage Form,http://purl.obolibrary.org/obo/NCIT_C149892,0.627819559,NCIT
OHX13SE,OHXDEN_C,Dental Sealants: #13,Sealant (substance),http://snomed.info/id/311899008,0.471110834,SNOMED
OHX13SE,OHXDEN_C,Dental Sealants: #13,dental procedure,http://purl.obolibrary.org/obo/OHD_0000002,0.364789263,OHD
OHX13TC,OHXDEN_C,Tooth Count: #13,Tooth,http://purl.obolibrary.org/obo/NCIT_C12506,0.641686694,NCIT
OHX13TC,OHXDEN_C,Tooth Count: #13,Sound tooth count (observable entity),http://snomed.info/id/251320006,0.559096343,SNOMED
OHX13TC,OHXDEN_C,Tooth Count: #13,missing tooth 13 finding,http://purl.obolibrary.org/obo/OHD_0000072,0.475690829,OHD
OHX14CSC,OHXDEN_C,Coronal Caries: Surface condition #14,Conditional,http://purl.obolibrary.org/obo/NCIT_C63905,0.59137679,NCIT
OHX14CSC,OHXDEN_C,Coronal Caries: Surface condition #14,On conditional probation (finding),http://snomed.info/id/414936000,0.438411466,SNOMED
OHX14CSC,OHXDEN_C,Coronal Caries: Surface condition #14,restored tooth surface,http://purl.obolibrary.org/obo/OHD_0000208,0.405079929,OHD
OHX14CTC,OHXDEN_C,Coronal Caries: Tooth count #14,Coronal Plane,http://purl.obolibrary.org/obo/NCIT_C94876,0.534729577,NCIT
OHX14CTC,OHXDEN_C,Coronal Caries: Tooth count #14,Coronal depression of tooth (body structure),http://snomed.info/id/9502002,0.446315153,SNOMED
OHX14CTC,OHXDEN_C,Coronal Caries: Tooth count #14,dental caries,http://purl.obolibrary.org/obo/OHD_0000031,0.439124219,OHD
OHX14DI,OHXDEN_C,Fluorosis DI: #14,Dental Fluorosis,http://purl.obolibrary.org/obo/NCIT_C85059,0.807301401,NCIT
OHX14DI,OHXDEN_C,Fluorosis DI: #14,Fluorosis (disorder),http://snomed.info/id/244183009,0.715813457,SNOMED
