Term ID,Term Label,Parent ID,Parent Label
http://purl.obolibrary.org/obo/GO_0048584,positive regulation of response to stimulus,http://purl.obolibrary.org/obo/GO_0048518,positive regulation of biological process
http://purl.obolibrary.org/obo/NCIT_C38096,Vaginography,http://purl.obolibrary.org/obo/NCIT_C38101,X-Ray Imaging
http://purl.obolibrary.org/obo/ECTO_9000479,exposure to dextromethorphan,http://purl.obolibrary.org/obo/ECTO_9000200,exposure to isoquinoline alkaloid
http://purl.obolibrary.org/obo/CHEBI_38764,phorate,http://purl.obolibrary.org/obo/CHEBI_25715,organothiophosphate insecticide
http://purl.obolibrary.org/obo/ECTO_9001992,exposure to glutathione depleting agent,http://purl.obolibrary.org/obo/ECTO_0000485,exposure to chemical with biological effect
http://purl.obolibrary.org/obo/GO_0042181,ketone biosynthetic process,http://purl.obolibrary.org/obo/GO_0044283,small molecule biosynthetic process
http://purl.obolibrary.org/obo/ECTO_9000921,"exposure to 1,2-Dichloropropane",http://purl.obolibrary.org/obo/ECTO_0000231,exposure to chemical
http://purl.obolibrary.org/obo/CHEBI_36361,phosphorous acid,http://purl.obolibrary.org/obo/CHEBI_33457,phosphorus oxoacid
http://purl.obolibrary.org/obo/UBERON_0009871,nephrogenic zone,http://purl.obolibrary.org/obo/UBERON_0005423,developing anatomical structure
http://purl.obolibrary.org/obo/CHEBI_38949,sulprofos,http://purl.obolibrary.org/obo/CHEBI_33261,organosulfur compound
http://purl.obolibrary.org/obo/FOODON_00001178,honey food product,http://purl.obolibrary.org/obo/FOODON_00001218,bee food product
http://purl.obolibrary.org/obo/ECTO_9000809,exposure to cyproconazole,http://purl.obolibrary.org/obo/ECTO_9000190,exposure to organonitrogen compound
http://purl.obolibrary.org/obo/ECTO_7000117,exposure to fine respirable suspended particulate matter,http://purl.obolibrary.org/obo/ECTO_7000116,exposure to respirable suspended particulate matter
http://purl.obolibrary.org/obo/GO_1904677,positive regulation of somatic stem cell division,http://purl.obolibrary.org/obo/GO_0051781,positive regulation of cell division
http://purl.obolibrary.org/obo/GO_0008406,gonad development,http://purl.obolibrary.org/obo/GO_0048608,reproductive structure development
http://purl.obolibrary.org/obo/ECTO_9000518,exposure to double-stranded DNA,http://purl.obolibrary.org/obo/ECTO_9000404,exposure to nitrogen
http://purl.obolibrary.org/obo/CHEBI_49302,2-hydroxy monocarboxylic acid,http://purl.obolibrary.org/obo/CHEBI_35868,hydroxy monocarboxylic acid
http://purl.obolibrary.org/obo/UBERON_0003937,reproductive gland,http://purl.obolibrary.org/obo/UBERON_0005156,reproductive structure
http://purl.obolibrary.org/obo/CHEBI_35819,branched-chain fatty acid,http://purl.obolibrary.org/obo/CHEBI_35366,fatty acid
http://purl.obolibrary.org/obo/NCBITaxon_2743711,Danioninae,http://purl.obolibrary.org/obo/NCBITaxon_2743709,Danionidae
http://purl.obolibrary.org/obo/GO_1905208,negative regulation of cardiocyte differentiation,http://purl.obolibrary.org/obo/GO_0045596,negative regulation of cell differentiation
http://purl.obolibrary.org/obo/CHEBI_60090,7-hydroxyflavon-3-olate,http://purl.obolibrary.org/obo/CHEBI_60038,flavonoid oxoanion
http://purl.obolibrary.org/obo/CHEBI_36624,naphthyridine,http://purl.obolibrary.org/obo/CHEBI_35570,mancude organic heterobicyclic parent
http://purl.obolibrary.org/obo/GO_0070202,regulation of establishment of protein localization to chromosome,http://purl.obolibrary.org/obo/GO_0070201,regulation of establishment of protein localization
http://purl.obolibrary.org/obo/ECTO_9000934,exposure to Enterolactone,http://purl.obolibrary.org/obo/ECTO_9000345,exposure to phenylpropanoid
http://purl.obolibrary.org/obo/MAXO_0000211,glutamatergic pathway modifying agent therapy,http://purl.obolibrary.org/obo/MAXO_0000644,molecular pathway modifying agent therapy
http://purl.obolibrary.org/obo/ECTO_9001322,exposure to 4-Nitropyrene,http://purl.obolibrary.org/obo/ECTO_0000163,exposure to organic cyclic compound
http://purl.obolibrary.org/obo/MAXO_0010361,cholangiography procedure,http://purl.obolibrary.org/obo/MAXO_0010365,total body radiography procedure
http://purl.obolibrary.org/obo/ENVO_03510061,soy ink,http://purl.obolibrary.org/obo/ENVO_03510065,colorant fluid
http://purl.obolibrary.org/obo/CHEBI_36875,radical ion,http://purl.obolibrary.org/obo/CHEBI_24870,ion
http://purl.obolibrary.org/obo/UBERON_0005334,oral lamina propria,http://purl.obolibrary.org/obo/CARO_0000000,anatomical entity
http://purl.obolibrary.org/obo/ECTO_9001471,exposure to methanethiol,http://purl.obolibrary.org/obo/ECTO_0000135,exposure to organic compound
http://purl.obolibrary.org/obo/ECTO_9001880,exposure to EC 2.7.1.137 (phosphatidylinositol 3-kinase) inhibitor,http://purl.obolibrary.org/obo/ECTO_0000557,exposure to inhibitor
http://purl.obolibrary.org/obo/CHEBI_37113,elemental thallium,http://purl.obolibrary.org/obo/CHEBI_37110,thallium molecular entity
http://purl.obolibrary.org/obo/ENVO_01001405,laboratory environment,http://purl.obolibrary.org/obo/ENVO_01000313,anthropogenic environment
http://purl.obolibrary.org/obo/PATO_0001759,granular,http://purl.obolibrary.org/obo/PATO_0000025,composition
http://purl.obolibrary.org/obo/UBERON_0006920,esophagus squamous epithelium,http://purl.obolibrary.org/obo/UBERON_0001976,epithelium of esophagus
http://purl.obolibrary.org/obo/UBERON_0011134,nonsynovial joint,http://purl.obolibrary.org/obo/UBERON_0000982,skeletal joint
http://purl.obolibrary.org/obo/CHEBI_68494,apoptosis inhibitor,http://purl.obolibrary.org/obo/CHEBI_52206,biochemical role
http://purl.obolibrary.org/obo/FOODON_03411121,bramble berry plant,http://purl.obolibrary.org/obo/FOODON_03411231,berry plant
http://purl.obolibrary.org/obo/ECTO_0900022,exposure to methamphetamine via inhalation,http://purl.obolibrary.org/obo/ECTO_9000769,exposure to methamphetamine
http://purl.obolibrary.org/obo/CHEBI_31725,isoamyl acetate,http://purl.obolibrary.org/obo/CHEBI_47622,acetate ester
http://purl.obolibrary.org/obo/UBERON_0012125,dermatological-muscosal system,http://purl.obolibrary.org/obo/CARO_0000000,anatomical entity
http://purl.obolibrary.org/obo/ECTO_9000477,exposure to 17alpha-ethynylestradiol,http://purl.obolibrary.org/obo/ECTO_0002002,exposure to steroid
http://purl.obolibrary.org/obo/ECTO_9000544,exposure to diuron,http://purl.obolibrary.org/obo/ECTO_9001541,exposure to phenylureas
http://purl.obolibrary.org/obo/ECTO_0400009,exposure to increased sucrose in food,http://purl.obolibrary.org/obo/ECTO_4000008,exposure to increased sucrose
http://purl.obolibrary.org/obo/MAXO_0000444,erythropoietin inhibitor therapy,http://purl.obolibrary.org/obo/MAXO_0000442,erythropoietin regulating agent therapy
http://purl.obolibrary.org/obo/GO_0035846,oviduct epithelium development,http://purl.obolibrary.org/obo/GO_0060429,epithelium development
http://purl.obolibrary.org/obo/GO_0051964,negative regulation of synapse assembly,http://purl.obolibrary.org/obo/GO_1905809,negative regulation of synapse organization
http://purl.obolibrary.org/obo/CHEBI_5870,imidacloprid,http://purl.obolibrary.org/obo/CHEBI_38261,imidazolidines
http://purl.obolibrary.org/obo/UBERON_0013697,exocrine pancreas epithelium,http://purl.obolibrary.org/obo/UBERON_0005911,endo-epithelium
http://purl.obolibrary.org/obo/ECTO_9000500,exposure to curcumin,http://purl.obolibrary.org/obo/ECTO_9001353,exposure to phenols
http://purl.obolibrary.org/obo/CHEBI_27273,vanadic acid,http://purl.obolibrary.org/obo/CHEBI_36265,transition element oxoacid
http://purl.obolibrary.org/obo/ECTO_7000071,exposure to atmospheric carbon dioxide,http://purl.obolibrary.org/obo/ECTO_7000058,exposure to gaseous environmental material
http://purl.obolibrary.org/obo/UBERON_0007830,pelvic girdle bone/zone,http://purl.obolibrary.org/obo/UBERON_0004120,mesoderm-derived structure
http://purl.obolibrary.org/obo/GO_0048754,branching morphogenesis of an epithelial tube,http://purl.obolibrary.org/obo/GO_0035239,tube morphogenesis
http://purl.obolibrary.org/obo/CHEBI_25699,organic ion,http://purl.obolibrary.org/obo/CHEBI_50860,organic molecular entity
http://purl.obolibrary.org/obo/FOODON_03420288,seed bran,http://purl.obolibrary.org/obo/FOODON_03420178,seed part
http://purl.obolibrary.org/obo/GO_0003163,sinoatrial node development,http://purl.obolibrary.org/obo/GO_0003228,atrial cardiac muscle tissue development
http://purl.obolibrary.org/obo/CHEBI_70868,antileishmanial agent,http://purl.obolibrary.org/obo/CHEBI_35820,antiprotozoal drug
http://purl.obolibrary.org/obo/CHEBI_16042,halide anion,http://purl.obolibrary.org/obo/CHEBI_33429,monoatomic monoanion
http://purl.obolibrary.org/obo/GO_0032878,regulation of establishment or maintenance of cell polarity,http://purl.obolibrary.org/obo/GO_0050794,regulation of cellular process
http://purl.obolibrary.org/obo/ECTO_2000042,exposure to xeroradiography,http://purl.obolibrary.org/obo/ECTO_2000040,exposure to radiography
http://purl.obolibrary.org/obo/CHEBI_33247,organic group,http://purl.obolibrary.org/obo/CHEBI_23367,molecular entity
http://purl.obolibrary.org/obo/CHEBI_30911,glucitol,http://purl.obolibrary.org/obo/CHEBI_24583,hexitol
http://purl.obolibrary.org/obo/GO_1904306,positive regulation of gastro-intestinal system smooth muscle contraction,http://purl.obolibrary.org/obo/GO_1904304,regulation of gastro-intestinal system smooth muscle contraction
http://purl.obolibrary.org/obo/CHEBI_50265,benzothiadiazine,http://purl.obolibrary.org/obo/CHEBI_50264,thiazide
http://purl.obolibrary.org/obo/ECTO_9000071,exposure to phenol,http://purl.obolibrary.org/obo/ECTO_9001353,exposure to phenols
http://purl.obolibrary.org/obo/CHEBI_35267,quaternary ammonium ion,http://purl.obolibrary.org/obo/CHEBI_25697,organic cation
http://purl.obolibrary.org/obo/GO_0002244,hematopoietic progenitor cell differentiation,http://purl.obolibrary.org/obo/GO_0030154,cell differentiation
http://purl.obolibrary.org/obo/FOODON_03414459,cucumis species,http://purl.obolibrary.org/obo/FOODON_03414460,gourd/squash family
http://purl.obolibrary.org/obo/ECTO_9000742,exposure to (R)-ketamine,http://purl.obolibrary.org/obo/ECTO_9000407,exposure to ketamine
http://purl.obolibrary.org/obo/ECTO_9000359,exposure to clozapine,http://purl.obolibrary.org/obo/ECTO_0001152,exposure to organochlorine compound
http://purl.obolibrary.org/obo/ECTO_9000604,exposure to carbetamide,http://purl.obolibrary.org/obo/ECTO_0000371,exposure to oxygen molecular entity
http://purl.obolibrary.org/obo/CHEBI_51313,monohaloethene,http://purl.obolibrary.org/obo/CHEBI_51316,haloethene
http://purl.obolibrary.org/obo/ECTO_9001876,exposure to teratogenic agent,http://purl.obolibrary.org/obo/ECTO_0000485,exposure to chemical with biological effect
http://purl.obolibrary.org/obo/ECTO_9000108,exposure to sodium carbonate,http://purl.obolibrary.org/obo/ECTO_0000371,exposure to oxygen molecular entity
http://purl.obolibrary.org/obo/CHEBI_30660,thyroxine,http://purl.obolibrary.org/obo/CHEBI_53291,2-halophenol
http://purl.obolibrary.org/obo/CHEBI_25698,ether,http://purl.obolibrary.org/obo/CHEBI_36963,organooxygen compound
http://purl.obolibrary.org/obo/GO_0001886,endothelial cell morphogenesis,http://purl.obolibrary.org/obo/GO_0003382,epithelial cell morphogenesis
http://purl.obolibrary.org/obo/ECTO_9001729,exposure to hallucinogen,http://purl.obolibrary.org/obo/ECTO_9001717,exposure to psychotropic drug
http://purl.obolibrary.org/obo/CL_0000215,barrier cell,http://purl.obolibrary.org/obo/CL_0000003,native cell
http://purl.obolibrary.org/obo/FOODON_00001686,carrot juice food product,http://purl.obolibrary.org/obo/FOODON_03301444,vegetable juice food product
http://purl.obolibrary.org/obo/FOODON_03315259,waffle,http://purl.obolibrary.org/obo/FOODON_00002080,pancake or waffle food product
http://purl.obolibrary.org/obo/CHEBI_15356,cysteine,http://purl.obolibrary.org/obo/CHEBI_26834,sulfur-containing amino acid
http://purl.obolibrary.org/obo/GO_0090277,positive regulation of peptide hormone secretion,http://purl.obolibrary.org/obo/GO_0046887,positive regulation of hormone secretion
http://purl.obolibrary.org/obo/PATO_0015021,combustibility,http://purl.obolibrary.org/obo/PATO_0001018,physical quality
http://purl.obolibrary.org/obo/ECTO_9000210,exposure to magnesium cation,http://purl.obolibrary.org/obo/ECTO_9000175,exposure to metal cation
http://purl.obolibrary.org/obo/UBERON_0034995,jaw mesenchyme,http://purl.obolibrary.org/obo/CARO_0000000,anatomical entity
http://purl.obolibrary.org/obo/ECTO_9000902,exposure to trimipramine,http://purl.obolibrary.org/obo/ECTO_9000190,exposure to organonitrogen compound
http://purl.obolibrary.org/obo/CHEBI_35875,imidazopyrimidine,http://purl.obolibrary.org/obo/CHEBI_33833,heteroarene
http://purl.obolibrary.org/obo/CHEBI_36918,antimony hydride,http://purl.obolibrary.org/obo/CHEBI_36919,antimony molecular entity
http://purl.obolibrary.org/obo/GO_0055001,muscle cell development,http://purl.obolibrary.org/obo/GO_0048468,cell development
http://purl.obolibrary.org/obo/FOODON_00002141,plant fruit as vegetable food product,http://purl.obolibrary.org/obo/FOODON_00001057,plant fruit food product
http://purl.obolibrary.org/obo/GO_0072560,type B pancreatic cell maturation,http://purl.obolibrary.org/obo/GO_0002071,glandular epithelial cell maturation
http://purl.obolibrary.org/obo/CHEBI_33848,polycyclic arene,http://purl.obolibrary.org/obo/CHEBI_33658,arene
http://purl.obolibrary.org/obo/CHEBI_33586,organolead compound,http://purl.obolibrary.org/obo/CHEBI_25707,organometallic compound
http://purl.obolibrary.org/obo/ECTO_9000796,"exposure to 3,4,4',5-Tetrachlorobiphenyl",http://purl.obolibrary.org/obo/ECTO_9000653,exposure to tetrachlorobiphenyl
http://purl.obolibrary.org/obo/CHEBI_71989,ortho ester,http://purl.obolibrary.org/obo/CHEBI_36963,organooxygen compound
http://purl.obolibrary.org/obo/CL_0010004,mononuclear cell of bone marrow,http://purl.obolibrary.org/obo/CL_0000842,mononuclear cell
http://purl.obolibrary.org/obo/CDNO_0200214,concentration of vitamin K in material entity,http://purl.obolibrary.org/obo/CDNO_0200256,"concentration of 1,4-napthoquinone in material entity"
http://purl.obolibrary.org/obo/UBERON_0000013,sympathetic nervous system,http://purl.obolibrary.org/obo/CARO_0000000,anatomical entity
http://purl.obolibrary.org/obo/GO_0099640,axo-dendritic protein transport,http://purl.obolibrary.org/obo/GO_0008088,axo-dendritic transport
http://purl.obolibrary.org/obo/CHEBI_144093,N-[4-cyano-3-(trifluoromethyl)phenyl]-3-[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methylpropanamide,http://purl.obolibrary.org/obo/CHEBI_26878,tertiary alcohol
http://purl.obolibrary.org/obo/ECTO_9000877,exposure to quinmerac,http://purl.obolibrary.org/obo/ECTO_9000190,exposure to organonitrogen compound
http://purl.obolibrary.org/obo/CHEBI_84745,amiloride(1+),http://purl.obolibrary.org/obo/CHEBI_25697,organic cation
http://purl.obolibrary.org/obo/CL_0000223,endodermal cell,http://purl.obolibrary.org/obo/CL_0002321,embryonic cell (metazoa)
http://purl.obolibrary.org/obo/CHEBI_82183,Chloramben,http://purl.obolibrary.org/obo/CHEBI_23134,chlorobenzoic acid
