Term ID,Term Label,Parent ID,Parent Label
http://purl.obolibrary.org/obo/OHD_0000163,stainless steel crown restoration procedure,http://purl.obolibrary.org/obo/OHD_0000033,crown restoration procedure
http://purl.obolibrary.org/obo/FMA_56278,Mesial surface of left upper second premolar tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_232228,Set of right deep cervical lymph nodes,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/OGMS_0000096,health care process,http://purl.obolibrary.org/obo/OBI_0000011,planned process
http://purl.obolibrary.org/obo/BFO_0000018,zero-dimensional spatial region,http://purl.obolibrary.org/obo/BFO_0000006,spatial region
http://purl.obolibrary.org/obo/FMA_60019,Faucial part of palatoglossus,http://purl.obolibrary.org/obo/FMA_60015,Zone of palatoglossus
http://purl.obolibrary.org/obo/OHD_0000316,pontic,http://purl.obolibrary.org/obo/OHD_0000302,prosthetic tooth
http://purl.obolibrary.org/obo/FMA_313962,Mandibular alveolar mucosa,http://purl.obolibrary.org/obo/FMA_289360,Alveolar mucosa
http://purl.obolibrary.org/obo/FMA_56306,Lingual surface of right lower first premolar tooth,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_56711,Periodontium of lower third molar tooth,http://purl.obolibrary.org/obo/FMA_56665,Periodontium
http://purl.obolibrary.org/obo/FMA_59130,Posterior incisive foramina,http://purl.obolibrary.org/obo/FMA_53174,Incisive foramina
http://purl.obolibrary.org/obo/FMA_56366,Distal surface of left lower first molar tooth,http://purl.obolibrary.org/obo/FMA_56361,Distal surface of lower first molar tooth
http://purl.obolibrary.org/obo/FMA_55634,Maxillary dental arcade,http://purl.obolibrary.org/obo/FMA_78590,Set of heterogeneous anatomical structures
http://purl.obolibrary.org/obo/FMA_55919,Root pulp of left lower first premolar tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_45734,Body of organ,http://purl.obolibrary.org/obo/FMA_55268,Organ zone
http://purl.obolibrary.org/obo/FMA_55673,Organ with cavitated organ parts,http://purl.obolibrary.org/obo/FMA_55671,Cavitated organ
http://purl.obolibrary.org/obo/FMA_56881,Mesiolingual cusp of right lower first molar tooth,http://purl.obolibrary.org/obo/FMA_56871,Mesiolingual cusp of lower first molar tooth
http://purl.obolibrary.org/obo/FMA_12277,Portion of synovial fluid,http://purl.obolibrary.org/obo/FMA_20932,Portion of serous fluid
http://purl.obolibrary.org/obo/FMA_57038,Mesial contact surface of left upper second molar tooth,http://purl.obolibrary.org/obo/FMA_57036,Mesial contact surface of upper second molar tooth
http://purl.obolibrary.org/obo/FMA_56701,Periodontium of left upper second molar tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/OHD_0000199,prefabricated resin crown restoration procedure,http://purl.obolibrary.org/obo/OHD_0000154,resin crown restoration procedure
http://purl.obolibrary.org/obo/FMA_232467,Set of right anterior superior deep cervical lymph nodes,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_57079,Left sphenomandibular ligament,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_56373,Buccal surface of upper third molar tooth,http://purl.obolibrary.org/obo/FMA_56327,Surface of upper third molar tooth
http://purl.obolibrary.org/obo/FMA_57141,Left lower lateral secondary incisor tooth,http://purl.obolibrary.org/obo/FMA_55725,Lower lateral secondary incisor tooth
http://purl.obolibrary.org/obo/FMA_46691,Hyoglossus,http://purl.obolibrary.org/obo/FMA_46699,Extrinsic muscle of tongue
http://purl.obolibrary.org/obo/FMA_57518,Crown proper of left lower second molar tooth,http://purl.obolibrary.org/obo/FMA_57513,Crown proper of lower second molar tooth
http://purl.obolibrary.org/obo/OGMS_0000045,disorder,http://purl.obolibrary.org/obo/BFO_0000040,material entity
http://purl.obolibrary.org/obo/FMA_56520,Root of right lower canine tooth,http://purl.obolibrary.org/obo/FMA_56519,Root of lower canine tooth
http://purl.obolibrary.org/obo/FMA_55827,Root pulp of left upper central incisor tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_55761,Dental pulp of lower central incisor tooth,http://purl.obolibrary.org/obo/FMA_55631,Dental pulp
http://purl.obolibrary.org/obo/FMA_56627,Lingual root of left upper third molar tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_232668,Left mandibular lymph node,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_318480,Skeletal muscle tissue of genioglossus,http://purl.obolibrary.org/obo/FMA_284660,Skeletal muscle tissue of muscle of head
http://purl.obolibrary.org/obo/FMA_56363,Occlusal surface of right lower first molar tooth,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_56352,Mesial surface of right lower second molar tooth,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_62517,Lamina propria,http://purl.obolibrary.org/obo/FMA_82485,Organ component layer
http://purl.obolibrary.org/obo/FMA_56619,Mesiobuccal root of left upper first molar tooth,http://purl.obolibrary.org/obo/FMA_56611,Mesiobuccal root of upper first molar tooth
http://purl.obolibrary.org/obo/OHD_0000137,stainless steel dental restoration material,http://purl.obolibrary.org/obo/OHD_0000048,metal dental restoration material
http://purl.obolibrary.org/obo/FMA_57688,Zygomatic process of right maxilla,http://purl.obolibrary.org/obo/FMA_52895,Zygomatic process of maxilla
http://purl.obolibrary.org/obo/FMA_84216,Upper central primary incisor tooth,http://purl.obolibrary.org/obo/FMA_84214,Upper primary incisor tooth
http://purl.obolibrary.org/obo/OHD_0000326,prosthetic left upper lateral secondary incisor tooth,http://purl.obolibrary.org/obo/OHD_0000302,prosthetic tooth
http://purl.obolibrary.org/obo/FMA_56236,Labial surface of lower lateral incisor tooth,http://purl.obolibrary.org/obo/FMA_56206,Labial surface of lower incisor tooth
http://purl.obolibrary.org/obo/FMA_57691,Palatine process of left maxilla,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_232717,Left anterior inferior deep cervical lymph node,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_9719,Muscle belly,http://purl.obolibrary.org/obo/FMA_298716,Region of skeletal muscle body
http://purl.obolibrary.org/obo/FMA_54834,Left temporomandibular joint,http://purl.obolibrary.org/obo/FMA_54832,Temporomandibular joint
http://purl.obolibrary.org/obo/FMA_314052,Left palatal side of maxillary alveolar mucosa proper,http://purl.obolibrary.org/obo/FMA_313972,Alveolar mucosa proper
http://purl.obolibrary.org/obo/FMA_52845,Zone of maxilla,http://purl.obolibrary.org/obo/FMA_24011,Zone of irregular bone
http://purl.obolibrary.org/obo/FMA_56058,Root pulp of left lower second molar tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_56188,Mesial surface of upper central incisor tooth,http://purl.obolibrary.org/obo/FMA_56173,Mesial surface of upper incisor tooth
http://purl.obolibrary.org/obo/FMA_56185,Lingual surface of left upper lateral incisor tooth,http://purl.obolibrary.org/obo/FMA_56183,Lingual surface of upper lateral incisor tooth
http://purl.obolibrary.org/obo/FMA_232552,Right occipital lymph node,http://purl.obolibrary.org/obo/FMA_61214,Occipital lymph node
http://purl.obolibrary.org/obo/FMA_314393,Muscle body of left inferior longitudinal muscle of tongue,http://purl.obolibrary.org/obo/FMA_314389,Muscle body of inferior longitudinal muscle of tongue
http://purl.obolibrary.org/obo/FMA_55758,Dentine of lower central secondary incisor tooth,http://purl.obolibrary.org/obo/FMA_55628,Dentine
http://purl.obolibrary.org/obo/FMA_314389,Muscle body of inferior longitudinal muscle of tongue,http://purl.obolibrary.org/obo/FMA_319788,Muscle body of muscle of head
http://purl.obolibrary.org/obo/FMA_55942,Cement of left lower second secondary premolar tooth,http://purl.obolibrary.org/obo/FMA_55930,Cement of lower second secondary premolar tooth
http://purl.obolibrary.org/obo/OGMS_0000031,disease,http://purl.obolibrary.org/obo/BFO_0000016,disposition
http://purl.obolibrary.org/obo/OHD_0000308,Posterior Tooth,http://purl.obolibrary.org/obo/FMA_12516,Tooth
http://purl.obolibrary.org/obo/CDT_0002335,billing code D2335: resin-based composite - four or more surfaces  or involving incisal angle (anterior),http://purl.obolibrary.org/obo/CDT_1000013,billing code for resin-based composite restorations - direct
http://purl.obolibrary.org/obo/FMA_49439,Longitudinal part of right styloglossus,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_56517,Root of upper canine tooth,http://purl.obolibrary.org/obo/FMA_56512,Root of canine tooth
http://purl.obolibrary.org/obo/FMA_56705,Periodontium of lower first molar tooth,http://purl.obolibrary.org/obo/FMA_56665,Periodontium
http://purl.obolibrary.org/obo/FMA_56200,Incisal surface of upper central incisor tooth,http://purl.obolibrary.org/obo/FMA_56175,Incisal surface of upper incisor tooth
http://purl.obolibrary.org/obo/OHD_0000157,high noble metal crown restoration procedure,http://purl.obolibrary.org/obo/OHD_0000142,noble metal crown restoration procedure
http://purl.obolibrary.org/obo/FMA_56370,Lingual surface of left lower first molar tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_55799,Left upper secondary canine tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_56690,Periodontium of lower first premolar tooth,http://purl.obolibrary.org/obo/FMA_56665,Periodontium
http://purl.obolibrary.org/obo/FMA_56751,Cingulum of left upper central incisor tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_55905,Enamel of left upper second secondary premolar tooth,http://purl.obolibrary.org/obo/FMA_55891,Enamel of upper second secondary premolar tooth
http://purl.obolibrary.org/obo/FMA_55701,Left upper third secondary molar tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_55784,Dental pulp of right lower lateral incisor tooth,http://purl.obolibrary.org/obo/FMA_55777,Dental pulp of lower lateral incisor tooth
http://purl.obolibrary.org/obo/BFO_0000040,material entity,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant
http://purl.obolibrary.org/obo/OHD_0000026,missing tooth finding,http://purl.obolibrary.org/obo/OHD_0000010,dental finding
http://purl.obolibrary.org/obo/OHD_0000185,orthodontist,http://purl.obolibrary.org/obo/OHD_0000018,dentist
http://purl.obolibrary.org/obo/FMA_232479,Set of right lateral inferior deep cervical lymph nodes,http://purl.obolibrary.org/obo/FMA_232477,Set of lateral inferior deep cervical lymph nodes
http://purl.obolibrary.org/obo/FMA_289406,Right buccal side of maxillary gingiva,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_59785,Buccal mucosa,http://purl.obolibrary.org/obo/FMA_85381,Mucosa of region of mouth
http://purl.obolibrary.org/obo/FMA_281523,Region of mucosa of tongue,http://purl.obolibrary.org/obo/FMA_86103,Region of organ component
http://purl.obolibrary.org/obo/FMA_57089,Articular cartilage of head of mandible,http://purl.obolibrary.org/obo/FMA_12264,Articular cartilage
http://purl.obolibrary.org/obo/FMA_55692,Left lower second secondary premolar tooth,http://purl.obolibrary.org/obo/FMA_55804,Lower second secondary premolar tooth
http://purl.obolibrary.org/obo/OHD_0000146,noble metal dental restoration material,http://purl.obolibrary.org/obo/OHD_0000048,metal dental restoration material
http://purl.obolibrary.org/obo/FMA_57661,Mesial contact surface of left upper first premolar tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_56111,Cavity of right upper central incisor tooth,http://purl.obolibrary.org/obo/FMA_56107,Cavity of upper central incisor tooth
http://purl.obolibrary.org/obo/FMA_56520,Root of right lower canine tooth,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_52834,Right coronoid process of mandible,http://purl.obolibrary.org/obo/FMA_52833,Coronoid process of mandible
http://purl.obolibrary.org/obo/FMA_232355,Anterior superior deep cervical lymph node,http://purl.obolibrary.org/obo/FMA_12770,Deep lateral cervical lymph node
http://purl.obolibrary.org/obo/FMA_55696,Right upper third secondary molar tooth,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/BFO_0000021,temporal instant,http://purl.obolibrary.org/obo/BFO_0000022,connected temporal region
http://purl.obolibrary.org/obo/OHD_0000051,dental health care provider,http://purl.obolibrary.org/obo/OHD_0000179,health care provider
http://purl.obolibrary.org/obo/FMA_56079,Cement of right lower third secondary molar tooth,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_232664,Right mandibular lymph node,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_318512,Skeletal muscle tissue of right transverse muscle of tongue,http://purl.obolibrary.org/obo/FMA_318510,Skeletal muscle tissue of transverse muscle of tongue
http://purl.obolibrary.org/obo/FMA_320730,Proximal tendon of left transverse muscle of tongue,http://purl.obolibrary.org/obo/FMA_320726,Proximal tendon of transverse muscle of tongue
http://purl.obolibrary.org/obo/FMA_67498,Organ,http://purl.obolibrary.org/obo/FMA_67135,Anatomical structure
http://purl.obolibrary.org/obo/FMA_56205,Incisal surface of left upper central incisor tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_55681,Right upper central secondary incisor tooth,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_60032,Mucosa of right palatoglossal arch,http://purl.obolibrary.org/obo/FMA_60031,Mucosa of palatoglossal arch
http://purl.obolibrary.org/obo/FMA_56326,Surface of upper second molar tooth,http://purl.obolibrary.org/obo/FMA_56165,Surface of upper molar tooth
http://purl.obolibrary.org/obo/FMA_58018,Lower second premolar socket,http://purl.obolibrary.org/obo/FMA_58014,Lower premolar socket
http://purl.obolibrary.org/obo/FMA_71724,Set of superficial anterior cervical lymph nodes,http://purl.obolibrary.org/obo/FMA_78571,Lymph node group of neck
http://purl.obolibrary.org/obo/FMA_46700,Chondroglossus,http://purl.obolibrary.org/obo/FMA_46719,Zone of hyoglossus
http://purl.obolibrary.org/obo/FMA_57959,Crown proper of left lower canine tooth,http://purl.obolibrary.org/obo/FMA_57957,Crown proper of lower canine tooth
http://purl.obolibrary.org/obo/FMA_56833,Distolingual cusp of right upper first molar tooth,http://purl.obolibrary.org/obo/FMA_56832,Distolingual cusp of upper first molar tooth
http://purl.obolibrary.org/obo/FMA_56838,Mesiolingual cusp of left upper first molar tooth,http://purl.obolibrary.org/obo/FMA_56831,Mesiolingual cusp of upper first molar tooth
http://purl.obolibrary.org/obo/OHD_0000072,missing tooth 13 finding,http://purl.obolibrary.org/obo/OHD_0000026,missing tooth finding
http://purl.obolibrary.org/obo/FMA_57057,Fibrous membrane of articular capsule of right temporomandibular joint,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_56754,Cingulum of right lower canine tooth,http://purl.obolibrary.org/obo/FMA_56753,Cingulum of lower canine tooth
http://purl.obolibrary.org/obo/FMA_232756,Set of right jugulo-omohyoid lymph nodes,http://purl.obolibrary.org/obo/FMA_232754,Set of jugulo-omohyoid lymph nodes
http://purl.obolibrary.org/obo/FMA_289446,Region of alveolar mucosa,http://purl.obolibrary.org/obo/FMA_289346,Region of gingiva
http://purl.obolibrary.org/obo/FMA_25624,Skeletal ligament,http://purl.obolibrary.org/obo/FMA_21496,Ligament organ
http://purl.obolibrary.org/obo/FMA_59447,Interalveolar septum of mandible,http://purl.obolibrary.org/obo/FMA_82484,Septum of organ
http://purl.obolibrary.org/obo/FMA_56837,Mesiolingual cusp of right upper first molar tooth,http://purl.obolibrary.org/obo/FMA_56831,Mesiolingual cusp of upper first molar tooth
http://purl.obolibrary.org/obo/FMA_12264,Articular cartilage,http://purl.obolibrary.org/obo/FMA_64783,Hyaline cartilage
http://purl.obolibrary.org/obo/FMA_55790,Dentine of right lower lateral secondary incisor tooth,http://purl.obolibrary.org/obo/FMA_55774,Dentine of lower lateral secondary incisor tooth
http://purl.obolibrary.org/obo/FMA_57494,Crown proper of premolar tooth,http://purl.obolibrary.org/obo/FMA_57493,Crown proper of tooth
http://purl.obolibrary.org/obo/OHD_0000060,missing tooth 2 finding,http://purl.obolibrary.org/obo/OHD_0000026,missing tooth finding
http://purl.obolibrary.org/obo/FMA_232642,Left lingual lymph node,http://purl.obolibrary.org/obo/FMA_61228,Lingual lymph node
http://purl.obolibrary.org/obo/FMA_55693,Left lower first secondary premolar tooth,http://purl.obolibrary.org/obo/FMA_55803,Lower first secondary premolar tooth
http://purl.obolibrary.org/obo/CDT_0006210,billing code D6210: pontic - cast high noble metal,http://purl.obolibrary.org/obo/CDT_1000004,billing code for fixed partial denture pontics
http://purl.obolibrary.org/obo/CDT_0002961,billing code D2961: labial veneer (resin laminate) - laboratory,http://purl.obolibrary.org/obo/CDT_1000026,billing code for other restorative services
http://purl.obolibrary.org/obo/FMA_57667,Mesial surface of right upper canine tooth,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/OHD_0000002,dental procedure,http://purl.obolibrary.org/obo/OGMS_0000097,health care encounter
http://purl.obolibrary.org/obo/FMA_82507,Organ crest,http://purl.obolibrary.org/obo/FMA_55268,Organ zone
http://purl.obolibrary.org/obo/FMA_56284,Occlusal surface of left upper first premolar tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_314058,Lingual side of mandibular alveolar mucosa proper,http://purl.obolibrary.org/obo/FMA_314054,Region of mandibular alveolar mucosa proper
http://purl.obolibrary.org/obo/OHD_0000057,tooth extraction procedure,http://purl.obolibrary.org/obo/OHD_0000044,surgical dental procedure
http://purl.obolibrary.org/obo/FMA_232455,Set of right lateral superior deep cervical lymph nodes,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_55743,Root pulp of left upper lateral incisor tooth,http://purl.obolibrary.org/obo/FMA_55739,Root pulp of upper lateral incisor tooth
http://purl.obolibrary.org/obo/FMA_320798,Head of right superior longitudinal muscle of tongue,http://purl.obolibrary.org/obo/FMA_320795,Head of superior longitudinal muscle of tongue
http://purl.obolibrary.org/obo/FMA_56563,Crown of left lower second premolar tooth,http://purl.obolibrary.org/obo/FMA_56558,Crown of lower second premolar tooth
http://purl.obolibrary.org/obo/FMA_56875,Distal cusp of right lower first molar tooth,http://purl.obolibrary.org/obo/FMA_56874,Distal cusp of lower first molar tooth
http://purl.obolibrary.org/obo/FMA_77989,Right intraglandular lymph node,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/OHD_0000046,porcelain laminate veneer restoration procedure,http://purl.obolibrary.org/obo/OHD_0000027,veneer restoration procedure
http://purl.obolibrary.org/obo/FMA_224478,Set of right superficial lateral cervical lymph nodes,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/IAO_0000028,symbol,http://purl.obolibrary.org/obo/IAO_0000030,information content entity
http://purl.obolibrary.org/obo/FMA_56340,Lingual surface of left lower third molar tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/OHD_0000192,high noble metal inlay restoration procedure,http://purl.obolibrary.org/obo/OHD_0000167,noble metal inlay restoration procedure
http://purl.obolibrary.org/obo/FMA_56560,Root of right lower second premolar tooth,http://purl.obolibrary.org/obo/FMA_56559,Root of lower second premolar tooth
http://purl.obolibrary.org/obo/FMA_56893,Mesiolingual cusp of right lower second molar tooth,http://purl.obolibrary.org/obo/FMA_56886,Mesiolingual cusp of lower second molar tooth
http://purl.obolibrary.org/obo/FMA_56756,Cingulum of right upper canine tooth,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_57501,Crown proper of left upper second premolar tooth,http://purl.obolibrary.org/obo/FMA_57499,Crown proper of upper second premolar tooth
http://purl.obolibrary.org/obo/CDT_0002520,billing code D2520: inlay - metallic - two surfaces,http://purl.obolibrary.org/obo/CDT_1000003,billing code for inlay/onlay restorations - metallic
http://purl.obolibrary.org/obo/FMA_61238,Superior deep lateral cervical lymph node,http://purl.obolibrary.org/obo/FMA_12770,Deep lateral cervical lymph node
http://purl.obolibrary.org/obo/FMA_59128,Palatine process proper of left maxilla,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_232415,Set of left deep lateral cervical lymph nodes,http://purl.obolibrary.org/obo/FMA_232411,Set of deep lateral cervical lymph nodes
http://purl.obolibrary.org/obo/FMA_56266,Distal surface of upper first premolar tooth,http://purl.obolibrary.org/obo/FMA_no_fmaid_Distal_surface_enamel_of_tooth,Distal surface enamel of tooth
http://purl.obolibrary.org/obo/FMA_56604,Buccal root of left upper first premolar tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_59129,Anterior incisive foramina,http://purl.obolibrary.org/obo/FMA_53174,Incisive foramina
http://purl.obolibrary.org/obo/FMA_318502,Skeletal muscle tissue of left superior longitudinal muscle of tongue,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_269590,Set of interradicular septa of right maxilla,http://purl.obolibrary.org/obo/FMA_75774,Set of interradicular septa of maxilla
http://purl.obolibrary.org/obo/FMA_319630,Distal tendon of left hyoglossus,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_320800,Head of left superior longitudinal muscle of tongue,http://purl.obolibrary.org/obo/FMA_320795,Head of superior longitudinal muscle of tongue
http://purl.obolibrary.org/obo/FMA_56934,Mesial contact surface of right upper central incisor tooth,http://purl.obolibrary.org/obo/FMA_56929,Mesial contact surface of upper central incisor tooth
http://purl.obolibrary.org/obo/FMA_56397,Mesial surface of right upper second molar tooth,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_55839,Root pulp of upper canine tooth,http://purl.obolibrary.org/obo/FMA_55837,Dental pulp of upper canine tooth
http://purl.obolibrary.org/obo/FMA_53650,Left maxilla,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_56223,Mesial surface of lower central incisor tooth,http://purl.obolibrary.org/obo/FMA_56208,Mesial surface of lower incisor tooth
http://purl.obolibrary.org/obo/FMA_46711,Right superior longitudinal muscle of tongue,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_56051,Cement of lower second secondary molar tooth,http://purl.obolibrary.org/obo/FMA_55630,Cement
http://purl.obolibrary.org/obo/FMA_59787,Left buccal mucosa,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_56836,Distobuccal cusp of left upper first molar tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_232260,Set of left infrahyoid lymph nodes,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_320791,Distal zone of right vertical muscle of tongue,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_56864,Distobuccal cusp of right upper third molar tooth,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_56927,Contact surface of upper central incisor tooth,http://purl.obolibrary.org/obo/FMA_56917,Contact surface of upper incisor tooth
http://purl.obolibrary.org/obo/FMA_56252,Incisal surface of left lower canine tooth,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_57505,Crown proper of lower second premolar tooth,http://purl.obolibrary.org/obo/FMA_57497,Crown proper of lower premolar tooth
http://purl.obolibrary.org/obo/FMA_224428,Set of left mastoid lymph nodes,http://example.com/left,Sum of left of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_56682,Periodontium of right lower canine tooth,http://purl.obolibrary.org/obo/FMA_56681,Periodontium of lower canine tooth
http://purl.obolibrary.org/obo/FMA_55742,Root pulp of right upper lateral incisor tooth,http://example.com/right,Sum of right of bilateral anatomical entity
http://purl.obolibrary.org/obo/FMA_229072,Set of parotid lymph nodes,http://purl.obolibrary.org/obo/FMA_78570,Lymph node group of head
http://purl.obolibrary.org/obo/FMA_55630,Cement,http://purl.obolibrary.org/obo/FMA_63863,Acellular anatomical structure
