Variable,Table,Source Term,Mapped Term Label,Mapped Term IRI,Mapping Score,Ontology
OHQ490h,OHXREF_C,Teeth needing extractions,Extraction,http://purl.obolibrary.org/obo/NCIT_C61575,0.6145177489723848,NCIT
OHQ490i,OHXREF_C,Missing teeth,Missing Study Animal,http://purl.obolibrary.org/obo/NCIT_C96372,0.7717383653254789,NCIT
OHQ490j,OHXREF_C,Denture problems,Denture,http://purl.obolibrary.org/obo/NCIT_C63720,0.6755270329166605,NCIT
OHQ490k,OHXREF_C,Periodontal problems,Periodontal Route of Administration,http://purl.obolibrary.org/obo/NCIT_C38294,0.7600922105154211,NCIT
OHQ490l,OHXREF_C,Unsatisfactory prior dental experience,Unsatisfactory,http://purl.obolibrary.org/obo/NCIT_C126862,0.6746734310533673,NCIT
OHQ490m,OHXREF_C,None/no specific problem,Not Site Specific,http://purl.obolibrary.org/obo/NCIT_C19196,0.654860868104387,NCIT
OHAEXSTS,OHXREF_C,Overall Oral Health Exam Status,Oral health education (procedure),http://snomed.info/id/243085009,0.4322781787973982,SNOMED
OHAPOS,OHXREF_C,Was participant exam position recumbent,Recumbent body position (finding),http://snomed.info/id/102538003,0.5662354386940761,SNOMED
OHARCMT,OHXREF_C,Other Referral Comments,Referral delay - lost referral (finding),http://snomed.info/id/397591000,0.6048234578054372,SNOMED
OHAREC,OHXREF_C,Overall recommendation for care,Recommendation to carer (procedure),http://snomed.info/id/406216001,0.6585728696675942,SNOMED
OHARNF,OHXREF_C,No significant needs,Significant (qualifier value),http://snomed.info/id/386134007,0.6044387415961714,SNOMED
OHAROCCI,OHXREF_C,Assessment of soft tissue lesion,Soft tissue lesion (disorder),http://snomed.info/id/239953001,0.6853536948671844,SNOMED
OHAROCDE,OHXREF_C,Denture/Partial Denture/plates,Fit partial denture (procedure),http://snomed.info/id/234808001,0.6935193802775206,SNOMED
OHAROCDT,OHXREF_C,Untreated Caries / Restorative needs,Under care of restorative dentist (finding),http://snomed.info/id/305533004,0.418135217209083,SNOMED
OHAROCGP,OHXREF_C,Periodontal needs,Periodontal operation (procedure),http://snomed.info/id/234677007,0.5939868904307872,SNOMED
OHAROCOH,OHXREF_C,Gingival / OHI needs,Gingival cleft (disorder),http://snomed.info/id/109622003,0.45878126884074066,SNOMED
OHAROTH,OHXREF_C,Some other finding,Somatic syndrome finding (finding),http://snomed.info/id/279314007,0.7177930074499764,SNOMED
OHASCST5,OHXREF_C,Referral Status Code,Referral statuses (finding),http://snomed.info/id/309012006,0.690717749376316,SNOMED
OHQ011,OHXREF_C,Describe the cond. of your mouth/teeth,Full mouth x-ray of teeth (procedure),http://snomed.info/id/446463003,0.4260434544994559,SNOMED
OHQ131,OHXREF_C,Must always take antibiotics,Antibiotic (product),http://snomed.info/id/255631004,0.5138509240243119,SNOMED
OHQ132,OHXREF_C,a heart problem,Hearing problem (finding),http://snomed.info/id/300228004,0.6605081039908498,SNOMED
OHQ134,OHXREF_C,congenital heart murmurs,Heart murmur (finding),http://snomed.info/id/88610006,0.7060152059225098,SNOMED
OHQ136,OHXREF_C,heart valve problem,Valve problem of stoma (disorder),http://snomed.info/id/236136006,0.7026342653505074,SNOMED
OHQ138,OHXREF_C,congenital heart disease,Congenital heart disease (disorder),http://snomed.info/id/13213009,0.9311362220343887,SNOMED
OHQ140,OHXREF_C,bacterial endocarditis,Bacterial endocarditis (disorder),http://snomed.info/id/301183007,0.9240897638424822,SNOMED
OHQ142,OHXREF_C,rheumatic fever,Rheumatic fever (disorder),http://snomed.info/id/58718002,0.9234866103947159,SNOMED
OHQ144,OHXREF_C,kidney disease w/ renal dialysis,Kidney disease (disorder),http://snomed.info/id/90708001,0.6955978900933522,SNOMED
OHQ146,OHXREF_C,other artificial material,Artificial graft - material (substance),http://snomed.info/id/303274001,0.7560675896346616,SNOMED
OHQ148,OHXREF_C,a hip bone or joint replacement,Total replacement of right hip joint (procedure),http://snomed.info/id/443435007,0.6783059386864446,SNOMED
OHQ410,OHXREF_C,Removable complete/partial max denture,Defective maxillary removable partial denture (finding),http://snomed.info/id/699714006,0.6342183295782385,SNOMED
OHQ420,OHXREF_C,Wears complete/partial max denture,Fit partial denture (procedure),http://snomed.info/id/234808001,0.5457115261848509,SNOMED
OHQ430,OHXREF_C,Removable complete/partial mand. denture,Defective mandibular removable partial denture (finding),http://snomed.info/id/699713000,0.6355468886910708,SNOMED
OHQ440,OHXREF_C,Wears complete/partial Mand. denture,Fit partial denture (procedure),http://snomed.info/id/234808001,0.5322732450792723,SNOMED
OHQ490a,OHXREF_C,Toothache,Toothache (finding),http://snomed.info/id/27355003,0.8738465199648198,SNOMED
OHQ490b,OHXREF_C,Sensitivity,Sensitivity (finding),http://snomed.info/id/35209006,0.8603893131292845,SNOMED
OHQ490c,OHXREF_C,Cavities/Caries,Dental caries (disorder),http://snomed.info/id/80967001,0.5003680788502788,SNOMED
OHQ490d,OHXREF_C,Broken/missing fillings or restorations,Restoration of part of tooth using filling (procedure),http://snomed.info/id/450573002,0.4726987519033991,SNOMED
OHQ490e,OHXREF_C,Broken / fractured teeth,Broken teeth injury without complication (disorder),http://snomed.info/id/263270004,0.5148963206507174,SNOMED
OHQ490f,OHXREF_C,Staining/discoloration of teeth,Discoloration of lung (disorder),http://snomed.info/id/93427007,0.5656094738836777,SNOMED
OHQ490h,OHXREF_C,Teeth needing extractions,Loss of teeth due to extraction (disorder),http://snomed.info/id/44402007,0.556123879857656,SNOMED
OHQ490i,OHXREF_C,Missing teeth,Dental arch length loss secondary to congenitally missing teeth (disorder),http://snomed.info/id/109653001,0.47606999827210195,SNOMED
OHQ490j,OHXREF_C,Denture problems,Home problems (finding),http://snomed.info/id/266949007,0.5444526482671791,SNOMED
OHQ490k,OHXREF_C,Periodontal problems,"Preventive periodontal procedure, periodontal prophylaxis (procedure)",http://snomed.info/id/19837009,0.6195310686955573,SNOMED
OHQ490l,OHXREF_C,Unsatisfactory prior dental experience,Education unsatisfactory (finding),http://snomed.info/id/161114003,0.5597931298306582,SNOMED
OHQ490m,OHXREF_C,None/no specific problem,Unspecified problem (qualifier value),http://snomed.info/id/394776006,0.49931791712481727,SNOMED
OHQ131,OHXREF_C,Must always take antibiotics,exposure to antibiotic pesticide,http://purl.obolibrary.org/obo/ECTO_9002108,0.4456456140058106,ECTO
OHQ140,OHXREF_C,bacterial endocarditis,exposure to antibacterial agent,http://purl.obolibrary.org/obo/ECTO_9001694,0.40027656830394487,ECTO
OHQ142,OHXREF_C,rheumatic fever,exposure to antirheumatic drug,http://purl.obolibrary.org/obo/ECTO_9001753,0.5619480800950518,ECTO
OHQ144,OHXREF_C,kidney disease w/ renal dialysis,exposure to kidney implantation,http://purl.obolibrary.org/obo/ECTO_2000055,0.4145653170609759,ECTO
OHQ146,OHXREF_C,other artificial material,exposure to mineral material,http://purl.obolibrary.org/obo/ECTO_7000073,0.5194048762349602,ECTO
OHQ148,OHXREF_C,a hip bone or joint replacement,exposure to hormone replacement therapy,http://purl.obolibrary.org/obo/ECTO_2000005,0.5301870019124644,ECTO
OHQ490a,OHXREF_C,Toothache,exposure to dimethachlor,http://purl.obolibrary.org/obo/ECTO_9000825,0.44535120966532854,ECTO
OHQ490b,OHXREF_C,Sensitivity,exposure to behavior,http://purl.obolibrary.org/obo/ECTO_6000000,0.5202322771836105,ECTO
OHAROCDE,OHXREF_C,Denture/Partial Denture/plates,century plant,http://purl.obolibrary.org/obo/FOODON_03412002,0.4671002220150502,FOODON
OHAROTH,OHXREF_C,Some other finding,"white fonio seed (whole, raw)",http://purl.obolibrary.org/obo/FOODON_03309825,0.5579755568189143,FOODON
OHQ131,OHXREF_C,Must always take antibiotics,preservation by adding antibiotics,http://purl.obolibrary.org/obo/FOODON_03470156,0.5233076988589176,FOODON
OHQ132,OHXREF_C,a heart problem,heart food product,http://purl.obolibrary.org/obo/FOODON_00003151,0.5052180174262524,FOODON
OHQ136,OHXREF_C,heart valve problem,bivalve,http://purl.obolibrary.org/obo/FOODON_03412113,0.449556471733359,FOODON
OHQ140,OHXREF_C,bacterial endocarditis,food interior bacterial curing,http://purl.obolibrary.org/obo/FOODON_03460328,0.4117123231097057,FOODON
OHQ142,OHXREF_C,rheumatic fever,rhea,http://purl.obolibrary.org/obo/FOODON_03414556,0.42653677450257754,FOODON
OHQ144,OHXREF_C,kidney disease w/ renal dialysis,"kidney (whole, raw)",http://purl.obolibrary.org/obo/FOODON_03310898,0.5661043178902244,FOODON
OHQ146,OHXREF_C,other artificial material,food material,http://purl.obolibrary.org/obo/FOODON_00002403,0.6291299485750046,FOODON
OHQ148,OHXREF_C,a hip bone or joint replacement,meal replacement food,http://purl.obolibrary.org/obo/FOODON_03316943,0.6057703260577216,FOODON
OHQ410,OHXREF_C,Removable complete/partial max denture,partial fat removal process,http://purl.obolibrary.org/obo/FOODON_03460247,0.4677157094767286,FOODON
OHQ430,OHXREF_C,Removable complete/partial mand. denture,partial fat removal process,http://purl.obolibrary.org/obo/FOODON_03460247,0.4585281718932138,FOODON
OHQ490d,OHXREF_C,Broken/missing fillings or restorations,filling mix,http://purl.obolibrary.org/obo/FOODON_03315705,0.4372802423420487,FOODON
OHQ490h,OHXREF_C,Teeth needing extractions,tea extract,http://purl.obolibrary.org/obo/FOODON_03316065,0.5014799082165347,FOODON
OHQ490m,OHXREF_C,None/no specific problem,fish product (unspecified species),http://purl.obolibrary.org/obo/FOODON_03315173,0.4170925563651063,FOODON
OHAROCCI,OHXREF_C,Assessment of soft tissue lesion,soft tissue exam,http://purl.obolibrary.org/obo/OHD_0000032,0.524262346299612,OHD
OHAROCDE,OHXREF_C,Denture/Partial Denture/plates,partial denture,http://purl.obolibrary.org/obo/OHD_0000310,0.8386326434252043,OHD
OHAROCGP,OHXREF_C,Periodontal needs,periodontist,http://purl.obolibrary.org/obo/OHD_0000187,0.5925853729990198,OHD
OHAROTH,OHXREF_C,Some other finding,dental finding,http://purl.obolibrary.org/obo/OHD_0000010,0.5815037933473527,OHD
OHQ146,OHXREF_C,other artificial material,dental restoration material,http://purl.obolibrary.org/obo/OHD_0000000,0.4835506499599515,OHD
OHQ410,OHXREF_C,Removable complete/partial max denture,partial denture,http://purl.obolibrary.org/obo/OHD_0000310,0.6148221258781145,OHD
OHQ420,OHXREF_C,Wears complete/partial max denture,partial denture,http://purl.obolibrary.org/obo/OHD_0000310,0.691029851215894,OHD
OHQ430,OHXREF_C,Removable complete/partial mand. denture,partial denture,http://purl.obolibrary.org/obo/OHD_0000310,0.602744914712808,OHD
OHQ440,OHXREF_C,Wears complete/partial Mand. denture,partial denture,http://purl.obolibrary.org/obo/OHD_0000310,0.6740130704674521,OHD
OHQ490c,OHXREF_C,Cavities/Caries,dental caries,http://purl.obolibrary.org/obo/OHD_0000031,0.6456752110161689,OHD
OHQ490d,OHXREF_C,Broken/missing fillings or restorations,resin filling restoration procedure,http://purl.obolibrary.org/obo/OHD_0000042,0.5496542920492635,OHD
OHQ490e,OHXREF_C,Broken / fractured teeth,fractured,http://purl.obolibrary.org/obo/OHD_0000043,0.5981196240924022,OHD
OHQ490h,OHXREF_C,Teeth needing extractions,tooth extraction procedure,http://purl.obolibrary.org/obo/OHD_0000057,0.5424142826752069,OHD
OHQ490i,OHXREF_C,Missing teeth,missing tooth finding,http://purl.obolibrary.org/obo/OHD_0000026,0.5555204020892739,OHD
OHQ490j,OHXREF_C,Denture problems,partial denture,http://purl.obolibrary.org/obo/OHD_0000310,0.40189888075422575,OHD
OHQ490k,OHXREF_C,Periodontal problems,periodontist,http://purl.obolibrary.org/obo/OHD_0000187,0.5877224722869983,OHD
