Variable,Table,Source Term,Mapped Term Label,Mapped Term IRI,Mapping Score,Ontology
OHD03CJD,OHXPRU_C,LOA: distal #3 FGM/CEJ,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.588888807120842,EFO
OHD03CJM,OHXPRU_C,LOA:mid-facial #3 FGM/CEJ,Facial,http://purl.obolibrary.org/obo/NCIT_C161327,0.5708101879796069,NCIT
OHD03CJM,OHXPRU_C,LOA:mid-facial #3 FGM/CEJ,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4302351624248243,EFO
OHD03CJM,OHXPRU_C,LOA:mid-facial #3 FGM/CEJ,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4260848349505765,SNOMED
OHD03CJS,OHXPRU_C,LOA: mesial #3 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6255482898335898,NCIT
OHD03LAD,OHXPRU_C,LOA: distal #3 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.6233785412462413,NCIT
OHD03LAD,OHXPRU_C,LOA: distal #3 calculated LA,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5148900798008145,EFO
OHD03LAD,OHXPRU_C,LOA: distal #3 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4221390401652174,SNOMED
OHD03LAM,OHXPRU_C,LOA: mid-facial #3 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.5730046376582117,NCIT
OHD03LAS,OHXPRU_C,LOA: mesial #3 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.6138352709078763,NCIT
OHD03LAS,OHXPRU_C,LOA: mesial #3 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.415676535099482,SNOMED
OHD03PCD,OHXPRU_C,LOA: distal #3 PD,Distal Resection Margin,http://purl.obolibrary.org/obo/NCIT_C138061,0.6616752993317041,NCIT
OHD03PCD,OHXPRU_C,LOA: distal #3 PD,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.6464369070887241,EFO
OHD03PCM,OHXPRU_C,LOA: mid-facial #3 PD,Face,http://purl.obolibrary.org/obo/NCIT_C13071,0.6145150799335566,NCIT
OHD03PCM,OHXPRU_C,LOA: mid-facial #3 PD,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4631767280880473,EFO
OHD03PCM,OHXPRU_C,LOA: mid-facial #3 PD,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4587086249019162,SNOMED
OHD03PCS,OHXPRU_C,LOA: mesial #3 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6839241393181469,NCIT
OHD04CJD,OHXPRU_C,LOA: distal #4 FGM/CEJ,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.6028209239037373,NCIT
OHD04CJD,OHXPRU_C,LOA: distal #4 FGM/CEJ,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5889379488251775,EFO
OHD04CJM,OHXPRU_C,LOA: mid-facial #4 FGM/CEJ,Facial,http://purl.obolibrary.org/obo/NCIT_C161327,0.5708485976363118,NCIT
OHD04CJM,OHXPRU_C,LOA: mid-facial #4 FGM/CEJ,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4302641128276711,EFO
OHD04CJM,OHXPRU_C,LOA: mid-facial #4 FGM/CEJ,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4261135060790572,SNOMED
OHD04CJS,OHXPRU_C,LOA: mesial #4 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6255984350071524,NCIT
OHD04LAD,OHXPRU_C,LOA: distal #4 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.6234183078414635,NCIT
OHD04LAD,OHXPRU_C,LOA: distal #4 calculated LA,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5149229256946535,EFO
OHD04LAD,OHXPRU_C,LOA: distal #4 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4221659692800761,SNOMED
OHD04LAM,OHXPRU_C,LOA: mid-facial #4 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.5730355214652021,NCIT
OHD04LAS,OHXPRU_C,LOA: mesial #4 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.613873238855256,NCIT
OHD04LAS,OHXPRU_C,LOA: mesial #4 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4157022462072655,SNOMED
OHD04PCD,OHXPRU_C,LOA: distal #4 PD,Distal Resection Margin,http://purl.obolibrary.org/obo/NCIT_C138061,0.6617418356351878,NCIT
OHD04PCD,OHXPRU_C,LOA: distal #4 PD,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.6465019110601231,EFO
OHD04PCM,OHXPRU_C,LOA: mid-facial #4 PD,Face,http://purl.obolibrary.org/obo/NCIT_C13071,0.61456300578993,NCIT
OHD04PCM,OHXPRU_C,LOA: mid-facial #4 PD,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4632128511093867,EFO
OHD04PCM,OHXPRU_C,LOA: mid-facial #4 PD,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4587443994571584,SNOMED
OHD04PCS,OHXPRU_C,LOA: mesial #4 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6839896754213873,NCIT
OHD05CJD,OHXPRU_C,LOA: distal #5 FGM/CEJ,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.6034026618428282,NCIT
OHD05CJD,OHXPRU_C,LOA: distal #5 FGM/CEJ,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5895062893306519,EFO
OHD05CJM,OHXPRU_C,LOA: mid-facial #5 FGM/CEJ,Facial,http://purl.obolibrary.org/obo/NCIT_C161327,0.5712926830840772,NCIT
OHD05CJM,OHXPRU_C,LOA: mid-facial #5 FGM/CEJ,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4305988321069925,EFO
OHD05CJM,OHXPRU_C,LOA: mid-facial #5 FGM/CEJ,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4264449964390747,SNOMED
OHD05CJS,OHXPRU_C,LOA: mesial #5 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6261783450471461,NCIT
OHD05LAD,OHXPRU_C,LOA: distal #5 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.6238780516591901,NCIT
OHD05LAD,OHXPRU_C,LOA: distal #5 calculated LA,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5153026588990144,EFO
OHD05LAD,OHXPRU_C,LOA: distal #5 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4224772982737708,SNOMED
OHD05LAM,OHXPRU_C,LOA: mid-facial #5 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.5733925043135732,NCIT
OHD05LAS,OHXPRU_C,LOA: mesial #5 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.6143121723712127,NCIT
OHD05LAS,OHXPRU_C,LOA: mesial #5 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4159994828955093,SNOMED
OHD05PCD,OHXPRU_C,LOA: distal #5 PD,Distal Resection Margin,http://purl.obolibrary.org/obo/NCIT_C138061,0.6625115988831882,NCIT
OHD05PCD,OHXPRU_C,LOA: distal #5 PD,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.6472539466487728,EFO
OHD05PCM,OHXPRU_C,LOA: mid-facial #5 PD,Face,http://purl.obolibrary.org/obo/NCIT_C13071,0.6151172275674386,NCIT
OHD05PCM,OHXPRU_C,LOA: mid-facial #5 PD,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4636305831357014,EFO
OHD05PCM,OHXPRU_C,LOA: mid-facial #5 PD,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4591581017693608,SNOMED
OHD05PCS,OHXPRU_C,LOA: mesial #5 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6847477996006077,NCIT
OHD06CJD,OHXPRU_C,LOA: distal #6 FGM/CEJ,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.596955630587524,NCIT
OHD06CJD,OHXPRU_C,LOA: distal #6 FGM/CEJ,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5832077333035606,EFO
OHD06CJM,OHXPRU_C,LOA: mid-facial #6 FGM/CEJ,Facial,http://purl.obolibrary.org/obo/NCIT_C161327,0.5663572555187593,NCIT
OHD06CJM,OHXPRU_C,LOA: mid-facial #6 FGM/CEJ,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4268788661272045,EFO
OHD06CJM,OHXPRU_C,LOA: mid-facial #6 FGM/CEJ,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4227609156643037,SNOMED
OHD06CJS,OHXPRU_C,LOA: mesial #6 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6197478858086342,NCIT
OHD06LAD,OHXPRU_C,LOA: distal #6 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.6187654726707293,NCIT
OHD06LAD,OHXPRU_C,LOA: distal #6 calculated LA,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5110798375646549,EFO
OHD06LAD,OHXPRU_C,LOA: distal #6 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4190151656462295,SNOMED
OHD06LAM,OHXPRU_C,LOA: mid-facial #6 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.569415787353446,NCIT
OHD06LAS,OHXPRU_C,LOA: mesial #6 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.6094293568307594,NCIT
OHD06LAS,OHXPRU_C,LOA: mesial #6 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4126929413173696,SNOMED
OHD06PCD,OHXPRU_C,LOA: distal #6 PD,Distal Resection Margin,http://purl.obolibrary.org/obo/NCIT_C138061,0.6540061729956972,NCIT
OHD06PCD,OHXPRU_C,LOA: distal #6 PD,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.6389444008492919,EFO
OHD06PCM,OHXPRU_C,LOA: mid-facial #6 PD,Face,http://purl.obolibrary.org/obo/NCIT_C13071,0.60896928761433,NCIT
OHD06PCM,OHXPRU_C,LOA: mid-facial #6 PD,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4589967135937684,EFO
OHD06PCM,OHXPRU_C,LOA: mid-facial #6 PD,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4545689335390629,SNOMED
OHD06PCS,OHXPRU_C,LOA: mesial #6 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6763640816235188,NCIT
OHD07CJD,OHXPRU_C,LOA: distal #7 FGM/CEJ,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.591022777529479,NCIT
OHD07CJD,OHXPRU_C,LOA: distal #7 FGM/CEJ,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5774115139419974,EFO
OHD07CJM,OHXPRU_C,LOA: mid-facial #7 FGM/CEJ,Facial,http://purl.obolibrary.org/obo/NCIT_C161327,0.5617884362249347,NCIT
OHD07CJM,OHXPRU_C,LOA: mid-facial #7 FGM/CEJ,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4234352227719137,EFO
OHD07CJM,OHXPRU_C,LOA: mid-facial #7 FGM/CEJ,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4193504919267411,SNOMED
OHD07CJS,OHXPRU_C,LOA: mesial #7 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6138231624108522,NCIT
OHD07LAD,OHXPRU_C,LOA: distal #7 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.6140265552526316,NCIT
OHD07LAD,OHXPRU_C,LOA: distal #7 calculated LA,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5071656483423314,EFO
OHD07LAD,OHXPRU_C,LOA: distal #7 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4158060688969274,SNOMED
OHD07LAM,OHXPRU_C,LOA: mid-facial #7 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.5657162076152308,NCIT
OHD07LAS,OHXPRU_C,LOA: mesial #7 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.6049001713393127,NCIT
OHD07LAS,OHXPRU_C,LOA: mesial #7 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4096258706859886,SNOMED
OHD07PCD,OHXPRU_C,LOA: distal #7 PD,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.6462277245087958,NCIT
OHD07PCD,OHXPRU_C,LOA: distal #7 PD,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.6313450901497689,EFO
OHD07PCM,OHXPRU_C,LOA: mid-facial #7 PD,Face,http://purl.obolibrary.org/obo/NCIT_C13071,0.6033003542272132,NCIT
OHD07PCM,OHXPRU_C,LOA: mid-facial #7 PD,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4547238843276783,EFO
OHD07PCM,OHXPRU_C,LOA: mid-facial #7 PD,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.450337322755897,SNOMED
OHD07PCS,OHXPRU_C,LOA: mesial #7 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6686837412184777,NCIT
OHD08CJD,OHXPRU_C,LOA: distal #8 FGM/CEJ,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.588818700886484,NCIT
OHD08CJD,OHXPRU_C,LOA: distal #8 FGM/CEJ,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5752581972177322,EFO
OHD08CJM,OHXPRU_C,LOA: mid-facial #8 FGM/CEJ,Facial,http://purl.obolibrary.org/obo/NCIT_C161327,0.5600845099072562,NCIT
OHD08CJM,OHXPRU_C,LOA: mid-facial #8 FGM/CEJ,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4221509271663271,EFO
OHD08CJM,OHXPRU_C,LOA: mid-facial #8 FGM/CEJ,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4180785854697003,SNOMED
OHD08CJS,OHXPRU_C,LOA: mesial #8 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6116203786980914,NCIT
OHD08LAD,OHXPRU_C,LOA: distal #8 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.6122576959162678,NCIT
OHD08LAD,OHXPRU_C,LOA: distal #8 calculated LA,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5057046289703202,EFO
OHD08LAD,OHXPRU_C,LOA: distal #8 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.414608233981168,SNOMED
OHD08LAM,OHXPRU_C,LOA: mid-facial #8 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.5643319681547538,NCIT
OHD08LAS,OHXPRU_C,LOA: mesial #8 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.6032088026692672,NCIT
OHD08LAS,OHXPRU_C,LOA: mesial #8 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4084805108449021,SNOMED
OHD08PCD,OHXPRU_C,LOA: distal #8 PD,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.6433496855569572,NCIT
OHD08PCD,OHXPRU_C,LOA: distal #8 PD,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.6285333324789196,EFO
OHD08PCM,OHXPRU_C,LOA: mid-facial #8 PD,Face,http://purl.obolibrary.org/obo/NCIT_C13071,0.6011915764747441,NCIT
OHD08PCM,OHXPRU_C,LOA: mid-facial #8 PD,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4531344411853569,EFO
OHD08PCM,OHXPRU_C,LOA: mid-facial #8 PD,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4487632124132127,SNOMED
OHD08PCS,OHXPRU_C,LOA: mesial #8 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6658388309940276,NCIT
OHD09CJD,OHXPRU_C,LOA: distal #9 FGM/CEJ,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.5901078209388856,NCIT
OHD09CJD,OHXPRU_C,LOA: distal #9 FGM/CEJ,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5765176288156506,EFO
OHD09CJM,OHXPRU_C,LOA: mid-facial #9 FGM/CEJ,Facial,http://purl.obolibrary.org/obo/NCIT_C161327,0.5610815356175813,NCIT
OHD09CJM,OHXPRU_C,LOA: mid-facial #9 FGM/CEJ,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.422902412559294,EFO
OHD09CJM,OHXPRU_C,LOA: mid-facial #9 FGM/CEJ,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4188228215470714,SNOMED
OHD09CJS,OHXPRU_C,LOA: mesial #9 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6129088557838289,NCIT
OHD09LAD,OHXPRU_C,LOA: distal #9 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.6132928145451081,NCIT
OHD09LAD,OHXPRU_C,LOA: distal #9 calculated LA,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5065596027593462,EFO
OHD09LAD,OHXPRU_C,LOA: distal #9 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4153091948829697,SNOMED
OHD09LAM,OHXPRU_C,LOA: mid-facial #9 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.5651422303847741,NCIT
OHD09LAS,OHXPRU_C,LOA: mesial #9 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.6041986268211005,NCIT
OHD09LAS,OHXPRU_C,LOA: mesial #9 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4091507992647631,SNOMED
OHD09PCD,OHXPRU_C,LOA: distal #9 PD,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.6450322300905678,NCIT
OHD09PCD,OHXPRU_C,LOA: distal #9 PD,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.6301771279862399,EFO
OHD09PCM,OHXPRU_C,LOA: mid-facial #9 PD,Face,http://purl.obolibrary.org/obo/NCIT_C13071,0.602425138390621,NCIT
OHD09PCM,OHXPRU_C,LOA: mid-facial #9 PD,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.454064210349283,EFO
OHD09PCM,OHXPRU_C,LOA: mid-facial #9 PD,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4496840124206339,SNOMED
OHD09PCS,OHXPRU_C,LOA: mesial #9 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6675022152326532,NCIT
OHD10CJD,OHXPRU_C,LOA: distal #10 FGM/CEJ,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.5713389094305967,NCIT
OHD10CJD,OHXPRU_C,LOA: distal #10 FGM/CEJ,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5581809656258738,EFO
OHD10CJM,OHXPRU_C,LOA: mid-facial #10 FGM/CEJ,Facial,http://purl.obolibrary.org/obo/NCIT_C161327,0.5464448860787953,NCIT
OHD10CJM,OHXPRU_C,LOA: mid-facial #10 FGM/CEJ,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.411870371743828,EFO
OHD10CJM,OHXPRU_C,LOA: mid-facial #10 FGM/CEJ,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4078972029538974,SNOMED
OHD10CJS,OHXPRU_C,LOA: mesial #10 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.5941180925838565,NCIT
OHD10LAD,OHXPRU_C,LOA: distal #10 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.5980692727400928,NCIT
OHD10LAD,OHXPRU_C,LOA: distal #10 calculated LA,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.4939854601859352,EFO
OHD10LAD,OHXPRU_C,LOA: distal #10 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4050001275983684,SNOMED
OHD10LAM,OHXPRU_C,LOA: mid-facial #10 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.5531634422424166,NCIT
OHD10LAS,OHXPRU_C,LOA: mesial #10 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.5896264758441622,NCIT
OHD10PCD,OHXPRU_C,LOA: distal #10 PD,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.6207427787777804,NCIT
OHD10PCD,OHXPRU_C,LOA: distal #10 PD,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.6064470631079241,EFO
OHD10PCM,OHXPRU_C,LOA: mid-facial #10 PD,Face,http://purl.obolibrary.org/obo/NCIT_C13071,0.5844153689616103,NCIT
OHD10PCM,OHXPRU_C,LOA: mid-facial #10 PD,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.440489757337241,EFO
OHD10PCM,OHXPRU_C,LOA: mid-facial #10 PD,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4362405073882182,SNOMED
OHD10PCS,OHXPRU_C,LOA: mesial #10 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6434333692540719,NCIT
OHD11CJD,OHXPRU_C,LOA: distal #11 FGM/CEJ,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.5663128561919348,NCIT
OHD11CJD,OHXPRU_C,LOA: distal #11 FGM/CEJ,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5532706624700127,EFO
OHD11CJM,OHXPRU_C,LOA: mid-facial #11 FGM/CEJ,Facial,http://purl.obolibrary.org/obo/NCIT_C161327,0.5424815295535371,NCIT
OHD11CJM,OHXPRU_C,LOA: mid-facial #11 FGM/CEJ,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4088830821433613,EFO
OHD11CJM,OHXPRU_C,LOA: mid-facial #11 FGM/CEJ,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.404938730686799,SNOMED
OHD11CJS,OHXPRU_C,LOA: mesial #11 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.589074929414035,NCIT
OHD11LAD,OHXPRU_C,LOA: distal #11 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.5939368576388092,NCIT
OHD11LAD,OHXPRU_C,LOA: distal #11 calculated LA,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.4905722218395907,EFO
OHD11LAD,OHXPRU_C,LOA: distal #11 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4022017416594931,SNOMED
OHD11LAM,OHXPRU_C,LOA: mid-facial #11 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.5498888325635415,NCIT
OHD11LAS,OHXPRU_C,LOA: mesial #11 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.585665462386765,NCIT
OHD11PCD,OHXPRU_C,LOA: distal #11 PD,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.6143121815737969,NCIT
OHD11PCD,OHXPRU_C,LOA: distal #11 PD,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.6001645626557007,EFO
OHD11PCM,OHXPRU_C,LOA: mid-facial #11 PD,Facial,http://purl.obolibrary.org/obo/NCIT_C161327,0.5795746288072344,NCIT
OHD11PCM,OHXPRU_C,LOA: mid-facial #11 PD,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4368411598341973,EFO
