"Variable Name","SAS Label","English Text","Target","Table"
"DSD010","Any Dietary Supplements Taken?","The next questions are about {your/SP's} use of dietary supplements and medications during the past month. {Have you/Has SP} used or taken any vitamins, minerals or other dietary supplements in the past month? Include those products prescribed by a health professional such as a doctor or dentist, and those that do not require a prescription. This card lists some examples of different types of dietary supplements.","Both males and females 0 YEARS - 150 YEARS","DSQFILE1"
"DSDCOUNT","Total # of Dietary Supplements Taken","Includes all supplements and the antacids reported with supplements, but not antacids reported with medications.","Both males and females 0 YEARS - 150 YEARS","DSQFILE1"
"DSD070","Was Container Seen?","[To begin I need to record some information about a supplement, then I will ask you some questions about that supplement.]","Both males and females 0 YEARS - 150 YEARS","DSQFILE2"
"DSD090","How Long Supplement Taken (Days)?","For how long {have/has} {you/SP} been using or taking {PRODUCT NAME}?","Both males and females 0 YEARS - 150 YEARS","DSQFILE2"
"DSD100Q","How Often Taken, Last Month? (Quantity)","How often did {you/SP} use or take {PRODUCT NAME} in the past {NUMBER AND UNIT/month}?","Both males and females 0 YEARS - 150 YEARS","DSQFILE2"
"DSD100U","How Often Taken in Last Month? (Unit)","UNIT OF MEASURE","Both males and females 0 YEARS - 150 YEARS","DSQFILE2"
"DSD120Q","Quantity of supplement taken","How much did you take each time you took it?","Both males and females 0 YEARS - 150 YEARS","DSQFILE2"
"DSD120U","Dosage Form","Dosage form","Both males and females 0 YEARS - 150 YEARS","DSQFILE2"
"DSDANTA","Antacid Reported as Dietary Supplement","Antacid reported as a dietary supplement","Both males and females 0 YEARS - 150 YEARS","DSQFILE2"
"DSDMTCH","Matching Code","Matching Code","Both males and females 0 YEARS - 150 YEARS","DSQFILE2"
"DSDSUPID","Supplement ID Number","Supplement ID number","Both males and females 0 YEARS - 150 YEARS","DSQFILE2"
"DSDSUPP","Supplement Name","Supplement name","Both males and females 0 YEARS - 150 YEARS","DSQFILE2"
"DBD100","How often add salt to food at table","How often {do you/does SP} add ordinary salt to {your/his/her/SP's} food at the table? Would you say . . .","Both males and females 1 YEARS - 150 YEARS","DRXTOT_B"
"DBQ095","Type of salt you use","What type of salt {do you/does SP} usually add to {your/his/her/SP's} food at the table? Would you say . . .","Both males and females 1 YEARS - 150 YEARS","DRXTOT_B"
"DRALANG","Language SP/Proxy used mostly","The SP/Proxy spoke mostly:","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRD300","Compare food consumed yesterday to usual","Was the amount of food that {you/NAME} ate yesterday much more than usual, usual, or much less than usual?","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRD320GW","Total plain water drank yesterday (gm)","Total plain water drank yesterday - including plain tap water, water from a drinking fountain, water from a water cooler, bottled water, and spring water.","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRD330GW","Total tap water drank yesterday (gm)","Total tap water drank yesterday - including filtered tap water and water from a drinking fountain.","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRD340","Shellfish eaten during past 30 days","Please look at this list of shellfish. During the past 30 days did you eat any types of shellfish listed on this card? Include any foods that had shellfish in them such as sandwiches, soups, or salads.","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350A","Clams eaten during past 30 days","Clams eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350AQ","# of times clams eaten in past 30 days","Number of times clams were eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350B","Crabs eaten during past 30 days","Crabs eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350BQ","# of times crabs eaten in past 30 days","Number of times crab was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350C","Crayfish eaten during past 30 days","Crayfish eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350CQ","# of times crayfish eaten past 30 days","Number of times crayfish was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350D","Lobsters eaten during past 30 days","Lobsters eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350DQ","# of times lobsters eaten past 30 days","Number of times lobster was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350E","Mussels eaten during past 30 days","Mussels eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350EQ","# of times mussels eaten in past 30 days","Number of times mussels were eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350F","Oysters eaten during past 30 days","Oysters eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350FQ","# of times oysters eaten in past 30 days","Number of times oysters were eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350G","Scallops eaten during past 30 days","Scallops eaten during the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350GQ","# of times scallops eaten past 30 days","Number of times scallops were eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350H","Shrimp eaten during past 30 days","Shrimp eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350HQ","# of times shrimp eaten in past 30 days","Number of times shrimp was eaten in the last 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350I","Other shellfish eaten past 30 days","Other shellfish ( ex. octopus, squid) eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350IQ","# of times other shellfish eaten","Number of times other shellfish (ex. octopus, squid) was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350J","Other unknown shellfish eaten past 30 d","Other unknown shellfish eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350JQ","# of times other unknown shellfish eaten","Number of times other unknown shellfish was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD350K","Refused on shellfish eaten past 30 days","Refused to give detailed information on shellfish eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD360","Fish eaten during past 30 days","Please look at this list of fish. During the past 30 days did you eat any types of fish listed on this card? Include any foods that had fish in them such as sandwiches, soups, or salads.","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370A","Breaded fish products eaten past 30 days","Breaded fish products eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370AQ","# of times breaded fish products eaten","Number of times breaded fish products were eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370B","Tuna eaten during past 30 days","Tuna eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370BQ","# of times tuna eaten in past 30 days","Number of times tuna was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370C","Bass eaten during past 30 days","Bass eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370CQ","# of times bass eaten in past 30 days","Number of times bass was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370D","Catfish eaten during past 30 days","Catfish eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370DQ","# of times catfish eaten in past 30 days","Number of times catfish was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370E","Cod eaten during past 30 days","Cod eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370EQ","# of times cod eaten in past 30 days","Number of times cod was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370F","Flatfish eaten during past 30 days","Flatfish eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370FQ","# of times flatfish eaten past 30 days","Number of times flatfish was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370G","Haddock eaten during past 30 days","Haddock eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370GQ","# of times haddock eaten in past 30 days","Number of times haddock was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370H","Mackerel eaten during past 30 days","Mackerel eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370HQ","# of times mackerel eaten past 30 days","Number of times mackerel was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370I","Perch eaten during past 30 days","Perch eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370IQ","# of times perch eaten in past 30 days","Number of times perch was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370J","Pike eaten during past 30 days","Pike eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370JQ","# of times pike eaten in past 30 days","Number of times pike was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370K","Pollock eaten during past 30 days","Pollock eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370KQ","# of times pollock eaten in past 30 days","Number of times pollock was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370L","Porgy eaten during past 30 days","Porgy eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370LQ","# of times porgy eaten in past 30 days","Number of times porgy was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370M","Salmon eaten during past 30 days","Salmon eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370MQ","# of times salmon eaten in past 30 days","Number of times salmon was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370N","Sardines eaten during past 30 days","Sardines eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370NQ","# of times sardines eaten past 30 days","Number of times sardines were eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370O","Sea bass eaten during past 30 days","Sea bass eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370OQ","# of times sea bass eaten past 30 days","Number of times sea bass was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370P","Shark eaten during past 30 days","Shark eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370PQ","# of times shark eaten in past 30 days","Number of times shark was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370Q","Swordfish eaten during past 30 days","Swordfish eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370QQ","# of times swordfish eaten past 30 days","Number of times swordfish was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370R","Trout eaten during past 30 days","Trout eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370RQ","# of times trout eaten in past 30 days","Number of times trout was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370S","Walleye eaten during past 30 days","Walleye eaten during the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370SQ","# of times walleye eaten in past 30 days","Number of times walleye was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370T","Other fish eaten during past 30 days","Other type of fish eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370TQ","# of times other fish eaten past 30 days","Number of times other type of fish was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370U","Other unknown fish eaten in past 30 days","Other unknown type eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370UQ","# of times other unknown fish eaten","Number of times other unknown type of fish was eaten in the past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRD370V","Refused on fish eaten past 30 days","Refused to give detailed information on fish eaten during past 30 days","Both males and females 1 YEARS - 5 YEARS","DRXTOT_B"
"DRDCWATR","Plain carbonated water (gm)","Plain carbonated water drank yesterday - including unsweetened carbonated water, seltzer water, club soda, and carbonated bottled water such as Perrier.","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRDDAY","Intake day of the week","Intake day of the week","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRDDRSTZ","Dietary recall status","Dietary recall status","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRDEXMER","Interviewer ID code","Interviewer ID code","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRDRESP","Main respondent for the interview","Who was the main respondent for the interview?","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRDTSODI","Sodium (mg)","Sodium (mg) (adjusted for salt use in food preparation)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTACAR","Alpha-carotene (mcg)","Alpha-carotene (mcg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTALCO","Alcohol (gm)","Alcohol (gm)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTATOC","Vitamin E as alpha-tocopherol (mg)","Vitamin E as alpha-tocopherol (mg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTBCAR","Beta-carotene (mcg)","Beta-carotene (mcg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTCAFF","Caffeine (mg)","Caffeine (mg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTCALC","Calcium (mg)","Calcium (mg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTCARB","Carbohydrate (gm)","Carbohydrate (gm)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTCHOL","Cholesterol (mg)","Cholesterol (mg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTCOPP","Copper (mg)","Copper (mg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTCRYP","Beta-cryptoxanthin (mcg)","Beta-cryptoxanthin (mcg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTFA","Folic acid (mcg)","Folic acid (mcg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTFDFE","Folate, DFE (mcg)","Folate as dietary folate equivalents (mcg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTFF","Food folate (mcg)","Food folate (mcg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTFIBE","Dietary fiber (gm)","Dietary fiber (gm)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTFOLA","Total Folate (mcg)","Total Folate (mcg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTIRON","Iron (mg)","Iron (mg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTKCAL","Energy (kcal)","Energy (kcal)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTLYCO","Lycopene (mcg)","Lycopene (mcg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTLZ","Lutein + zeaxanthin (mcg)","Lutein + zeaxanthin (mcg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTM161","MFA 16:1 (Hexadecenoic) (gm)","MFA 16:1 (Hexadecenoic) (gm)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTM181","MFA 18:1 (Octadecenoic) (gm)","MFA 18:1 (Octadecenoic) (gm)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTM201","MFA 20:1 (Eicosenoic) (gm)","MFA 20:1 (Eicosenoic) (gm)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTM221","MFA 22:1 (Docosenoic) (gm)","MFA 22:1 (Docosenoic) (gm)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTMAGN","Magnesium (mg)","Magnesium (mg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTMFAT","Total monounsaturated fatty acids (gm)","Total monounsaturated fatty acids (gm)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTMOIS","Moisture (gm)","Moisture (gm)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTNIAC","Niacin (mg)","Niacin (mg)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTNUMF","Number of foods","Total number of foods reported in the individual foods file","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTP182","PFA 18:2 (Octadecadienoic) (gm)","PFA 18:2 (Octadecadienoic) (gm)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTP183","PFA 18:3 (Octadecatrienoic) (gm)","PFA 18:3 (Octadecatrienoic) (gm)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
"DRXTP184","PFA 18:4 (Octadecatetraenoic) (gm)","PFA 18:4 (Octadecatetraenoic) (gm)","Both males and females 0 YEARS - 150 YEARS","DRXTOT_B"
